,Unnamed: 0,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language,tag
27,255,1312432028319539200,2020-10-03 16:39:14,"The latest in my @SamsungMobileUS Galaxy S8 journey: I reset the phone, but on restart, it turned off &amp; refused to turn back on til the battery went to 0%. Then I turned it back on &amp; it continued the reset process. 

I install updates, it restarts, &amp; again refuses to turn back on https://t.co/oSBh7FgGkY",PatrickKul,,,"San Francisco, CA",en,negative
28,5983,1312433498691530752,2020-10-03 16:45:04,"Welp, I've all but removed my phone password thanks to @Samsung bullshit random ""ask for your long ass password all damn day and at the worst moments"" policy.",PerdvertParty,,,"Seattle, WA",en,negative
30,5652,1312438240213827585,2020-10-03 17:03:55,"@SamsungMobileUS #GalaxyNote20Ultra camera is out of this world! These are some of the best photos I've ever taken, with a cellphone camera. 

@News4SA #Fullmoon over #SanAntonio https://t.co/LP3y3H8gve",mcquadetx,,"San Antonio, TX","San Antonio, TX",en,positive
32,4423,1312439175988211714,2020-10-03 17:07:38,@SamsungMobile i cannot stress this enough.  Do not buy a @SamsungMobile product. Nothing but problems since day 1 with my note 20 ultra. No help from @SamsungMobile . Just replace my phone! It's brand new.  $2200 for junk!,joemama72,,,"Cobourg, Ontario",en,negative
37,1009,1312457354336583680,2020-10-03 18:19:52,"@TheRealEddieQ I have been telling people these Samsung's are just better phones. They don't want to listen, lol. From the processor to the camera, to the functionality as a whole. Amazing creations",Brew_Krew02,,,"California, USA",en,positive
38,3220,1312459216808865792,2020-10-03 18:27:16,"@slightlyatsea I have a samsung galaxy smart watch and I love it. I have small arms and hands, and it isn't huge on my wrist. https://t.co/low9OdPYOJ",Calichiica,,,"California, USA",en,positive
39,2975,1312459308743884801,2020-10-03 18:27:38,The barrage of Samsung QLED HD quality TV commercials continue to mock how terrible the BU-WVU camera clarity has been.,truckpoetry,,,Texas,en,negative
40,2159,1312463008174493696,2020-10-03 18:42:20,If I had a Samsung or any phone with a blurry camera I would never Snapchat again for the rest of my life,BryantMcCraw,,,"Dallas, Texas ",en,negative
41,4422,1312465129854828544,2020-10-03 18:50:46,@SamsungUS Bought a 75” QLED IN FEB. 2020. I adjusted it on the mount and it’s is now broken. Colored lines going up &amp; down the screen. Samsung says it’s physical damage and NOT UNDER WARRANTY. It is a manufacturing defect. Many reviews say the same thing.,jewels4evr1,,,"Florida, USA",en,negative
42,1856,1312466230645673984,2020-10-03 18:55:08,@JessicaFEREM @AndroidStud @SamsungMobileUS A red samsung phone would be neat tbth,Tiger_9194,,,"Macomb, MI",en,positive
43,5461,1312467082181660672,2020-10-03 18:58:31,@niajocelynn It’s not even like a PHONE phone lol it’s a Samsung player,ylleraa,,,"Lawrenceville, GA",en,neutral
44,3367,1312468422656057346,2020-10-03 19:03:51,"@Rd3G4 @OHeylimey @aeriesdreaming @tommyinnit @Dream @Minecraft So yes. You have the beta. Everyone that pressed the little button on the google play mc beta page, is listed as a tester. Samsung is an android device.",neck_pillow1,,,United States,en,neutral
45,1006,1312468680656084993,2020-10-03 19:04:52,@supersat This is a Samsung device you have?,afivegantenna,,,"Washington, USA",en,neutral
46,253,1312469646709202944,2020-10-03 19:08:42,"Hi @sprintcare @SamsungSupport can you please advise how I can block these spam texts? 
This is the 2nd one I've received. 
They come from an email, not a phone number, so as far as I can tell, I am unable to block them. Please help! https://t.co/mSyXjnYpsl",amyzanlungo,,,"Los Angeles, CA",en,negative
47,4548,1312471053239681025,2020-10-03 19:14:18,"Why cant I upgrade my software on my phone.
@ATT 
@SamsungMobile 
Am I the only Galaxy S10+ stuck forever using android 9? https://t.co/xqTxlVbcIr",RonOfOhio,,"North Madison, OH",North East Ohio,en,negative
50,5551,1312479058001719296,2020-10-03 19:46:06,"Not sure why exactly, but, every year, around now, I fancy purchasing an #Android device. This year, I fancy the @SamsungMobileUS #Note10 + Ultra",Teecuptech,,,"Atlanta, GA",en,positive
51,5371,1312484296666406912,2020-10-03 20:06:55,"@SamsungMobileUS

Hi Guys, is this ugly non uniform weird cutout below the screen on Note 20 Ultra normal? Its not a clean cut please confirm if this is normal to have this in Fingerprint Sensor Area? https://t.co/MH3NnyrZdO",warriorvibhu,,,"New York, NY",en,negative
52,2079,1312488747460558849,2020-10-03 20:24:36,@Jaimlm That moon made me decide to get that Samsung phone with the space zoom. It was so close!,KuronoTaffi,,,"Dayton, Ohio",en,positive
57,5459,1312498908862455809,2020-10-03 21:04:59,@TechHighest @contractorspov Well I drive hundreds of miles a day and get in and out of my semi truck. One drop from my steps this phone would be fucking shattered all over and I can't buy a case from even Samsung lol. That's bullshit.,KingTruckerGA,,,"Atlanta, GA",en,negative
58,3005,1312500686626549760,2020-10-03 21:12:03,@drakaina6600 Do you know if I can use a third party controller ( Sades ) to play COD Mobile using a Samsung Tab s6?,SaltySaidit,,,"West Virginia, USA",en,neutral
63,3365,1312510193918382080,2020-10-03 21:49:50,@PCMag I have this Samsung phone. It is terrible.,Lewisisthename,,,America,en,negative
65,5980,1312520078374522880,2020-10-03 22:29:06,"yo @Samsung I absolutely love the Galaxy S10+. I've had it since the week of release and it continues to be an excellent phone.

Good work! Thanks for making such a high-quality device for us.

My first Samsung Phone was the Samsung Omnia, for Verizon, from 2008, lol https://t.co/tbhpM5cZ1H",Klovar,,,Home,en,positive
66,2001,1312526121175445504,2020-10-03 22:53:07,@MustardPlays @TINARAES @SamsungMobileUS #MustardMonster hey mustard I was wondering if you could come check out a horror map I made so I could submit it in the competition because I dont know how I'm going to take pictures of it or record because I cant really get that into my phone well pls get back to me thanks,Michael31028552,,,United states,en,neutral
67,251,1312528777281327104,2020-10-03 23:03:40,@SamsungMobileUS Honestly I heard you were going to have Theta network on this Phone. That's what I'm looking at,Billybean2000,,,LA California,en,neutral
68,5369,1312531346028331008,2020-10-03 23:13:53,"TOUR* Not type 🤦🏻‍♀️
I seriously can't stand Samsung's auto correct and screen sensitivity.",jai_siara,,,New York City,en,negative
70,1001,1312546272855851008,2020-10-04 00:13:12,@Colteastwood @Under_Ach1ever You will like it. I received mine two weeks ago. Its really nice to play xcloud games on your phone using the attachment. If you have a Samsung Note 20 it works very well but its long. The controls are great and very responsive. The setup is quick/easy and Bluetooth works fine.,MarcusJ33,,,"Takoma Park, MD",en,positive
72,3647,1312547410011459587,2020-10-04 00:17:43,@spook27 Omg. How much are you coughing? Does your phone have a blood oxygen thing? Most samsung do,ADubiousPronoun,,,"Florida, USA",en,neutral
73,5644,1312547700638875650,2020-10-04 00:18:52,@abid_patel you know I was thinking about how the laptops could easily have a fold-out monitor similar to the folding Samsung phone. TV seems like a solution.,schmegini,,,"Fort Worth, TX",en,neutral
74,62,1312551173174505474,2020-10-04 00:32:40,"I have a full service @SamsungMobileUS Galaxy S8+ that is three years old, (with a slightly fractured screen) that still runs as good as new, like I just bought it yesterday on @TMobile who I've had service with since April 2004.",SirDDAVIDD,,"Alabama, USA","Auburn, AL",en,positive
75,61,1312551188995416069,2020-10-04 00:32:44,"I'm actually considering to purchase a Samsung A10e or A20 through Tracfone to upgrade this flip phone, not that I don't like the flip phone, but the A10e or A20 could be used for a great ""personal media player"" for my music and videos collection.",SirDDAVIDD,,"Alabama, USA","Auburn, AL",en,positive
76,999,1312551459599388673,2020-10-04 00:33:48,Night mode. From my Samsung S10 ... impressive  #shoton https://t.co/e0pOlIVVn1,your_device,,"Pitman, NJ","New Jersey, USA",en,positive
77,249,1312553888780742657,2020-10-04 00:43:27,"@LoriiPops Gear S3 Frontier. 
I've loved how rugged/sturdy this watch is. The apps integrate well with my Samsung Galaxy Note20.
The battery life is great, and it charges fast, even after having it for two years. It lasts 2-3 days on a full charge. Also suggests stretching if sedentary.",Frostwh1sper,,,"Moreno Valley, CA",en,positive
78,998,1312555417847828480,2020-10-04 00:49:32,"@wingedwolf94 Get a samsung. Samsung you can say ""cheese"" and it will start filming. As for the shaky hand. Prop your phone up on a table or shelf 👍",Wolf7TitanExo,,,"California, USA",en,positive
80,6203,1312561611983396864,2020-10-04 01:14:09,"@leahmcelrath My previous Samsung Galaxy phone had a pulse ox app that was very helpful! They eliminated it on the latest models, so I've kept the old phone specifically so I can use it for pulse ox measurement.",eigenseide,,,Eastern Washington,en,positive
82,113,1312564856986320896,2020-10-04 01:27:02,"@leahmcelrath Many Samsung phones (specifically S8, s9, s10) have an SpO2 sensor. Can be read in the health app. Pretty close alignment to a finger one I got on Amazon. https://t.co/wCX5sdNuXr",kingsrule5,,,"Phoenix,AZ",en,neutral
84,1852,1312566025930629120,2020-10-04 01:31:41,@OnePercentHQ @Formula @ArtesianBuilds Can I have a the pc cause I never used a pc and I want to play games but my dad can’t afford a pc I only have a phone Samsung,PujanPa88941462,,,"Parma, OH",en,neutral
88,4416,1312574594507837441,2020-10-04 02:05:44,"@neTurbrye @dicky852hkg @guardianworld I agree. We don’t need them and can build better if not comparable phones here. I don’t have an issue with unfair competition against- hold on. Samsung is a South Korean company. They should be wiped from the map. Thanks, I’ll never encourage anyone to use a Samsung device ever",aca8of,,,"Newark, NJ",en,negative
89,2078,1312577366103863304,2020-10-04 02:16:45,@MarkC609 @SamsungMobileUS Question for you - you do the samsung Upgrade program or just buy with trade in each time? I just got my Samsung Upgrade unlocked and it's a crap deal compared to new buy w/ trade of my same phone and just keeping the remaining balance and paying it 😂,troyglidden,,,"Murfreesboro, TN",en,negative
95,2972,1312602488135184385,2020-10-04 03:56:34,@stevesaylor @XboxGamePass @steinekin @jeffrubenstein @Xbox I use it on Samsung galaxy z fold 2 ! Best of both worlds phone and tablet!,TheLastAmadeus,,,"Texas, USA",en,positive
100,5662,1312620423947776003,2020-10-04 05:07:51,@Samsung when will Galaxy Watch 3 get ECG for use with other types of phones other than Galaxy?,RantingRed,,,"Draper, UT",en,neutral
101,5363,1312622255436959744,2020-10-04 05:15:07,"Raise your hand if your Switch charger is also your phone charger 85% of the time. 

Samsung, contact Nintendo cause they have the cord length game on lock, and y'all need to learn.",AdagusTheGoat,,,"Boston, MA",en,neutral
105,4411,1312647295633158145,2020-10-04 06:54:37,"@bcantrill btw, samsung mobile div. can go eat a bag of [expletive]

their ""flagship"" s7 can not even play sound (ANY sound through either speaker or headphones) without dropping samples every now and then. Not many people notice...",8MadStrings,,,Greece,en,negative
107,3215,1312661358303993857,2020-10-04 07:50:30,"@nastywomanatlaw Is this a flex or a humblebrag, he asks at 3:49 AM, basking in that calming, soothing glow of a Samsung Galaxy S9+ (in black) screen.",AdamNewshound12,,,"Columbia, SC",en,neutral
108,1848,1312670742664880129,2020-10-04 08:27:47,That new Samsung phone give me big Nintendo ds vibes,badluck_charley,,,"Texas, USA",en,neutral
109,5891,1312678946752917504,2020-10-04 09:00:23,"Y'all are arguably the top dog in the mobile device market, so you can do it. Curious why you haven't 🤷‍♂️

#Samsung",l3p3l,,,Canaan,en,negative
111,5361,1312683609786966016,2020-10-04 09:18:55,"@SamsungIndia Iam using samsung ref. product D/D,facing the door problem not fitted properly. I logged the comp.&amp; after sometime technician call to me &amp; informed me on phone there is no solution to fix the problem.This is really pathetic customer service &amp; never seeing in my life",sandeephhp,,,West Delhi ,en,negative
117,1998,1312716312028774400,2020-10-04 11:28:52,"@N4jHU @Dega_1964 @bigmikeyvegas @K9Garm @k9sofvalor @Love4PoliceDogs @Boxster240 @sryan_74 @IamchosenbyGod @K9__Evo @deannamarsh751 @StuBishop_LPD @thundacat830 @Bill_Burt_409 @CraigSroka12 @Tpr_James_Casey @OHPFlo381 @glenn_henagan @GreenCorinthian @BrownGaro @Ahazelwood_LPD @JamesCraigmyle @SamsungMobileUS Cell phones take amazing pics, downfall is the time it takes to get the camera on and in place if you want a quick snap shop. Anyway... I love ur still",ChanteleMilton,,,"Omaha, Ne.",en,positive
118,5889,1312717346851545092,2020-10-04 11:32:59,I mean samsung's camera can be pretty sometimes https://t.co/tpbkrVoOcp,sylyyyys,,,me is me,en,positive
122,246,1312729114210689026,2020-10-04 12:19:44,@SamsungMobile @BTS_twt Wow give me the phone,Woh_Bangtan,,,Paradise ,en,positive
124,2837,1312731911165554688,2020-10-04 12:30:51,@SamsungMobile @BTS_twt Looks like a cool phone! Maybe I should check it out...😀,JaneenL09698952,,,"Philadelphia, PA",en,positive
125,6197,1312734969119174656,2020-10-04 12:43:00,"@SamsungMobile @BTS_twt What an excellent camera on that phone! Since I can't have a Hoseok, I'd love to have the device he's holding. And some fresh grapes.",KAETHOStv,,,"Utah, USA",en,positive
129,1845,1312741770057441286,2020-10-04 13:10:02,"@WIRED They're slower, have ads unless you pay to upgrade to ad-free, don't support many of the apps you may way unless you root your device, etc.  I got a FireHD as a gift one year and don't even use it as a paper weight because it sucks so bad. I'll stick with Samsung Galaxy Tab.",facepalmtime,,,"Indianapolis, IN",en,negative
133,1843,1312751377119170561,2020-10-04 13:48:12,@imgoldenyt @VOTECTS You think Samsung delayed their release of their tablets just because of Fortnite mobile?,SeagullGFX,,,"Chicago, IL",en,neutral
135,4602,1312753570664656897,2020-10-04 13:56:55,@sars_watch If you are using a Samsung  send it to secure folder or you can just duplicate  the app and hide one so it dosen't look too suspicious.,AnFCBstan,,,Nowhere,en,neutral
136,4538,1312753754379354112,2020-10-04 13:57:39,@endless_jimin Well my current phone is the galaxy 8.. I finished my plan a few months ago but haven't had a chance with the pandemic to update.. I'm looking at the galaxy 20.. I've had Samsung now for the last few years and absolutely love it over the previous that I've had,Raven_Goddess_1,,"Sarnia, Ontario","Ontario, Canada",en,positive
137,4537,1312757994795479041,2020-10-04 14:14:30,@endless_jimin I love the camera on the Samsung..I can't believe the quality of the pictures I get (although I still can't get a decent picture of the moon 😂),Raven_Goddess_1,,"Sarnia, Ontario","Ontario, Canada",en,positive
138,4404,1312758602214539270,2020-10-04 14:16:55,"@WarriG7 Also PayPal granted me like $3000 credit no interest loan to buy it with so I can just pay that off over a few weeks easily. Now i have everything gaming pc, ps5, already got 2 big screen tvs and an OLED samsung tab s6 and my car and house are all fixed and its just me alone here",CrimsonEnix,,,"Boston, MA",en,neutral
145,3360,1312771869809020933,2020-10-04 15:09:38,"Man, I can't stop using the s20FE. Samsung really hit a home run with this phone. honestly the only reason you shouldn't buy it is if you don't like samsung phones. Other than that - this phone is flawless.",Marks_Tech,,,United States,en,positive
147,1996,1312775286291943425,2020-10-04 15:23:13,@SamsungMobile @BTS_twt I'm literally going to go buy this exact phone this week. The 7 have sold me on this one. Bye bye to my old (🤫) hello Samsung GalaxyNote20. I can't wait. BTS know their marketing geniuses I've never been in my 36 years convinced into buying so many products 7 men. All great buys https://t.co/pvFlMUFi8G,JenesisSweetie1,,,USA,en,positive
149,5453,1312777615233748992,2020-10-04 15:32:28,@thevegandylan Samsung Camera and Amber light from my lamp 😅😁,KennethCassel11,,,"South Carolina, USA",en,neutral
154,3358,1312786251024658437,2020-10-04 16:06:47,@___thisisthor @ChrisBarlow421 @Edztec I'll just buy a device won't make you understand technology. You have to play and read and learn.I'm the Android educator cuz frankly even if people have Android devices that doesn't mean they know how to work them.  The best phone money can buy is the Samsung Note 20 Ultra.,AndroidEducator,,,United States,en,positive
157,59,1312791193286307842,2020-10-04 16:26:25,Love the camera on my Samsung Note 20! #capturesspecialmoments #clearbluesky #pumpkinpatchfun #Samsung #Android https://t.co/QXqCgQNhff,kcasaday,,"Fultondale, AL","Gardendale, AL",en,positive
158,3357,1312799435211124738,2020-10-04 16:59:10,"This was such a fun story to follow!! I was 15 when I got my first cell phone, the Samsung silver flip phone with a colored screen! How old were you when you got your first phone?! #TeenMom2 https://t.co/4SSOIx5RWw",mAnDi06,,"Sioux Falls, SD",New York City ,en,neutral
162,5638,1312810178123767808,2020-10-04 17:41:51,You don't have to be a pro to capture stunning photos of the night sky. All you need are the right phone settings. #Travel photographer @ErinOutdoors shows how to take amazing nighttime #photography with the Samsung #GalaxyS20 Ultra #5G. #VerizonTechxperts https://t.co/cFTBOzMgGu,gavingrounds,,,"Austin, TX",en,positive
163,5637,1312811723494166528,2020-10-04 17:48:00,@Royalplague2 @SaltyCracker9 @OdyseeTeam Having the same problem. Using a Samsung device,prayeradime12,,,"Oklahoma, USA",en,negative
165,3070,1312815888018669569,2020-10-04 18:04:33,@lee_myo @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS @FOX2now @ksdknews @KMOV Thank you. I set the scene and the camera does all of the work.,mkostial05,,,"St Louis, MO",en,positive
166,4534,1312819647050387458,2020-10-04 18:19:29,That new Samsung phone is dumb,BMajors80,,,"Youngstown, Ohio",en,negative
170,592,1312832143853314049,2020-10-04 19:09:08,"@GJNA16 @UniverseIce I won't lie, I'm still pissed it doesn't have the Note 20 Ultra cameras.

A $1,300 phone that has superior cameras to a $2,000 phone FROM THE SAME MANUFACTURER makes ZERO sense to me.

Samsung's logic is retarded.",PSYCHOV3N0M,,,"Queens, NY",en,negative
174,1383,1312839651758092290,2020-10-04 19:38:59,@CircleAllAccess i have a samsung 65 4 k tv i see i can watch  your channel on samsung tv   so what your schedule says that is what is on,badboynum1,,,"Elizabeth, NJ",en,neutral
177,5973,1312846706468220929,2020-10-04 20:07:00,"thank you so much guys and most of yall called my review clickbait and didn't like it, sum of y'all liked it
AS LONG AS I HELPED SUM1 TO LEARN ABOUT SMARTPHONES, I'M HAPPY 😄
https://t.co/EJ2V7HvdNO

#Review #technology #Pixel5 #Pixel4a #Samsung #YouTube #YouTuber https://t.co/WNqALRqwLv",FamilyUnbox,,"Burnaby, British Columbia",canada,en,positive
179,241,1312850747319554050,2020-10-04 20:23:04,"@bobbrowz @hsakuraaaa @sars_watch Not really. It depends. If you're on a recent samsung phone, it'll have secure folder in it so you can install apps inside the folder, put a pin or password or face unlock in my case, and hide the folder entirely so it's non existent to everyone else but you.",dillyaali,,,"someone come take me, CA",en,neutral
184,1540,1312857211840851968,2020-10-04 20:48:45,"I had high expectations for the Samsung Galaxy Note 20 Ultra, but the camera entirely misses the mark for me. @SamsungMobile what is up with that? #FAIL",sassyteslalady,,,"Hawaii, USA",en,negative
185,5972,1312860540100849665,2020-10-04 21:01:59,Samsung’s Find My Mobile feature now works with offline devices: #Tech #Data CC: @motorcycletwitt https://t.co/6whUfc4lFT https://t.co/HYY7QjJAvv,Harry_Robots,,,"Renton, WA",en,neutral
186,3205,1312862944443629570,2020-10-04 21:11:32,"@DrCarmenWms @powers_edy @SimonPalmer2 @BDevlin1 On my Android phone, I didn't have to actually ""hold"" the space bar. Just slide it left and right when you're typing. The cursor appears and moves. Samsung S10 here. Hope this helps.  @TammaFord",drdionclark,,,"Fayetteville, NC",en,neutral
189,5790,1312864253875978245,2020-10-04 21:16:44,"@DrCarmenWms @ModernShy @MrZumanMiah @powers_edy @SimonPalmer2 @BDevlin1 On my Android phone, I didn't have to actually ""hold"" the space bar. Just slide it left and right when you're typing. The cursor appears and moves. Samsung S10 here. Yes I use Google keyboard.  Hope this helps.",drdionclark,,,"Fayetteville, NC",en,neutral
190,4531,1312875565440004101,2020-10-04 22:01:41,I cannot believe I texted my fiancé today telling him I’m seriously considering switch to Samsung but 2020 has been a weird year. Anyway the new phone is gonna be real cute.,simplysgj,,,"Indiana, USA",en,positive
191,1459,1312881442569908225,2020-10-04 22:25:02,Love blooms between rival onion cafes in Samsung’s quirky smartphone campaign https://t.co/uYEQ3dMH2t https://t.co/qC38JQo6WF,OnlinewiseSAS,,,"Miami, FL",en,positive
193,1835,1312882644586311681,2020-10-04 22:29:49,Samsung is now selling a TV that rotates so you can watch portrait mode content. https://t.co/0aK8bQP0d1,ericlaw,,,"Texas, USA",en,neutral
194,1458,1312888319555010560,2020-10-04 22:52:22,"Set a Video as a locked screen wallpaper. It's one of my favorite, recent features.

I don't have to hold the screen to play it. Auto play, video wallpaper. #Android #Samsung https://t.co/HmO2BeCCPh",_luisadiaz_,,,"Orlando, FL",en,neutral
199,1524,1312907883907031040,2020-10-05 00:10:06,Reason 1636474849402 of why I love having an Android phone: I just dropped it in the tub. Like fully submerged. For a good ten seconds cause my brain just couldn't comprehend what I did. Still works great! @SamsungMobile #S10,RachelVHer,,,"Atlanta, GA",en,positive
200,5661,1312908453850087424,2020-10-05 00:12:22,"@MJPatsFan1 @VicBergerIV What app do you use to play the music with? I have a Samsung phone, pretty old one, and it came with GPM",bestbeehave,,,Big Rock Candy Mountain ,en,neutral
203,6035,1312915006661562369,2020-10-05 00:38:25,"@ColeSlavVR I keep thinking about this and it's a big reason why I wanna wait until November-ish before I grab Quest 2, watch both headsets play out. Also interested in seeing if Samsung or Valve rolls up from the flank with something new.",Tsukinune,,,Wisconsin,en,neutral
204,1992,1312916566548373505,2020-10-05 00:44:36,"@theMrMobile in my view samsung has done this all on purpose to try and distract from actually hard-to-solve issues with folding tech, there was no reason for the tiny front screen, now there's no reason for this chunky form factor, fold 3 will simply get thinner &amp; wider, it's a nice strategy",EspHack,,,us,en,positive
205,3353,1312920174819971073,2020-10-05 00:58:57,"#BTS really out here getting me to watch cable again just so I can hear the Samsung and Hyundai commercials with #Dynamite in the background 🤣🤣🤣

@BTS_twt #BTS_Dynamite #BTSARMY https://t.co/fLEVpwZIx5",BTSx50States,,,United States,en,neutral
209,5448,1312930582976819200,2020-10-05 01:40:18,"@RjeyTech Well, I'll watch it man but telling the truth isn't popular lol. I can't even buy a case from Samsung. That's crazy. Half baked apps with black bars for 2 grand is crazy. Always locking the fingerprint sensor just form grabbing the phone is crazy. Not worth 2 grand at all imho",KingTruckerGA,,,"Atlanta, GA",en,negative
210,3352,1312930811541417984,2020-10-05 01:41:13,Kinda annoyed that my new @Android phone from @SamsungMobileUS  is pretty keen on silencing notifications if I've not used the phone in the last however many minutes. 😑,AstroNerdBoy,,,United States,en,negative
211,264,1312933093309726720,2020-10-05 01:50:17,Absolutely love the camera on this Note 20 Ultra @SamsungMobileUS! #Note20Ultra #GalaxyNote20Ultra #withGalaxy #SamsungMembers #Denver #Colorado https://t.co/4ajM4mW7XX,JComedy1,,,"Denver, CO",en,positive
214,3624,1312942212712460290,2020-10-05 02:26:31,@EBOlady Yes. That’s marketing. Your phone needs a new physical transmitter. Current iPhones don’t have. Some Samsung’s do. And I’m on AT&amp;T too.,LionheartNYC,,,"New York, USA",en,neutral
218,1683,1312946051909902336,2020-10-05 02:41:46,@lee_myo @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS That was a straight out of camera photo as well.,mkostial05,,,"St Louis, MO",en,neutral
219,3351,1312948163746189315,2020-10-05 02:50:10,@SamsungMobileUS Definitely gonna need those fans when your phone catches fire.,toddthedork,,,USA,en,negative
220,4391,1312948538452709376,2020-10-05 02:51:39,"@_Timo1 @providencecity_ The new Samsung looks sharp and can even pass for a good looking traditional watch, but to have to charge it every 2 days. Damn, that seems like a hassle. I'm currently rocking a Fitbit Charge 3 that I charge every 7/8/9/10days, I don't even remember.",FrankR25191972,,,"Seekonk, MA",en,negative
221,1833,1312953510288293889,2020-10-05 03:11:25,"I took a screen shot simply by dropping the phone on my boob.... samsung, this was not in the user's manual",CEEisME,,"Westland, MI","Westland, MI",en,neutral
224,4017,1312955914991828992,2020-10-05 03:20:58,@rolandsmartin I use Samsung Health app on my phone,VonVitto,,,"Washington, DC",en,neutral
226,263,1312956712060514304,2020-10-05 03:24:08,@SamsungUS is it at all possible to buy a standalone black stainless steel band that comes with the titanium watch?,Rich_Parkinson,,,"Aurora, CO",en,neutral
228,5342,1312963478760706049,2020-10-05 03:51:01,@SamsungMobileUS  @Samsung @SamsungMobile  soo my galaxy s 2 watch blew up on me today. Literally out of no where over heated and burnt my wrist and now won't turn on... ive had it for less then 2 months.. what do I do https://t.co/bUILoVDjOM,phillyfan228,,, Bristol PA,en,negative
229,1832,1312967083551006720,2020-10-05 04:05:21,"@astro_jje I’m not sure. Maybe you jostled something inside :( if that’s the case , do you have insurance for it ? May be bricked. Leave it off for a half day and then charge it. I had a Samsung that did the same thing. After half a day something magically reset, I had the phone for years",spacenewspod,,,Vermont,en,negative
237,1367,1312988944510988288,2020-10-05 05:32:13,I just updated my phone. Samsung basically makes you after a while 🙄,shaydee___,,,NYC ,en,neutral
239,1681,1312994744163856384,2020-10-05 05:55:15,"@SamsungMobile this update has killed battery life on the S10. Camera shutter is lagging and battery is drained so fast.

Please help https://t.co/9KMv0ie9wu",LoraKaelber,,,Milwaukee,en,negative
