,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,tag
20,1307350612267294720,2020-09-19 16:07:30, you robbed me with your active   had it in the water for  mins using all recommendations  and now you want    to repair it   that could not even work as advertised  fix it under warranty  i did not spend   just to be given the middle finger by you  fix my watch ,phillipneibaur,,,"Orem, Utah",negative
21,1307363987978440705,2020-09-19 17:00:39, i am stuck between a ps and a samsung galaxy s  my current phone is on its last leg  ,GrimmSage91,,,East Coast USA,neutral
22,1307367290552418305,2020-09-19 17:13:46, You should do it  i will take a Samsung shirt as well if it is no trouble low  Really though it has a nice device especially if you maximize the ability of it ,SSGphoneguru,,,United States,positive
23,1307367905634529280,2020-09-19 17:16:13,  my samSamsungphone screen broke a day before the screen guard and extra pouch got delivered ,theprincelyx,,,Home,negative
24,1307372486393290752,2020-09-19 17:34:25, So long as you let install what they want whenever they want onto your device  They can  and do  take control when you are using your phone to install whatever software camp  changes they like   Hates freedom and does not believe you own your phone ,tcallen07,,,Ohio,negative
25,1307379026458279936,2020-09-19 18:00:24, simply removes services  my s  works great  samsung wants me to buy a new phone  they disable bixby services like turning do not disturb off because your device no can no longer use the newest patched software ,matwood17,,,"Augusta, GA USA",negative
26,1307386719302545408,2020-09-19 18:30:58, Just got my fold  and within  hours it has cracked from a  foot drop    how can you sell a   phone with no cases available to purchase  Poor excuse for a company  i can and you tell me oh well us Ur insurance  Garbage    ,Jeffrepko,,,Cheshire CT,negative
27,1307388581724467200,2020-09-19 18:38:22, i am rocking mine like it is because it is the only phone now since i trade my note    g  Waiting on the Samsung armed case i ordered from mobile fun  i just ordered the siege though armor from amazon but it will not ship until the th ,Mag_D_L,,,"New Port Richey, FL",neutral
28,1307391982960955394,2020-09-19 18:51:53,This galaxy fold  is top tier   Best phone hands down  i have always had phones and used to make fun of android but nothing beats this  ,or3oow,,,LA/bakersfield ,positive
29,1307412522681733129,2020-09-19 20:13:30,god i hate guests that take away or try to limit what we can do with their phone when we are required by our partnerships to do to make sure the phone works    bruh i cannot give you your phone back repaired if i do not have your s pen so samsung can tell me it works properly,SnowytheGryph,,,"Wisconsin, USA",negative
30,1307412713845354496,2020-09-19 20:14:16,with up to two days worth of battery and a gorgeous amoled screen to boot  the samsung galaxy m sm mf dsn gb gb ram dual sim  factory unlocked    is arguably the perfect phone for content junkies on a budget   technology  ,shopinbrand,,,USA,positive
31,1307419615086227456,2020-09-19 20:41:41,how to setup samsung pay on your galaxy watch   ,MT_TechRunin247,,"Fort Worth, TX",,neutral
32,1307421730378584066,2020-09-19 20:50:05,i did a hard reset on my two devices   my samsung galaxy tablet and my zte phone from ,richardkarnjr,,,"Dedham, MA",neutral
33,1307422810957062144,2020-09-19 20:54:23, the problem is that the casting icon does not show up at all when using youtube music on my phone  interestingly enough  the cast icon shows up on my samsung tablet which is running android  so it may be a bug when ytm is used with android  ,le_avion,,,"Illinois, USA",neutral
34,1307426051899834368,2020-09-19 21:07:16, i use power director  i have a couple of tutorial videos out  Probably going to make one with this device since the app has been updated,Josh_Quinonez,,,"California, USA",neutral
35,1307432520749785088,2020-09-19 21:32:58,removing my ap g suite account from the phone did the trick  it no longer answers the hotword when i am talking to the smart display  some idiot at samsung has broken this on basically all their phones ,RDRv3,,,"Bay Area, CA",negative
36,1307443881240399874,2020-09-19 22:18:07, except if i posted it  it would be an actual samsung phone,MaxWinebach,,,"Connecticut, USA",neutral
37,1307445684946251780,2020-09-19 22:25:17,the samsung galaxy watch active is insanely good  while not as feature packed as series   arguably better than series   case in point  been using it all day  including three workouts  and it is sitting at   battery life ,danielsweb,,,"Miami, FL",positive
38,1307446542744334344,2020-09-19 22:28:41,if you care about  privacy  do this  settings  developer options  quick settings  developer tiles  sensors off  Turn it on in quick settings  This will disable camera  mic  gyro  and other sensors  So no one can spy on you  Works on a few  Samsung devices   privacy matters,Hamza__Tech,,,United States,neutral
39,1307449432036855809,2020-09-19 22:40:10, Samsung camera never disappoints,areesha_bee,,,"Blue Earth, MN",positive
40,1307450498774175746,2020-09-19 22:44:24,here my final review  already posted a first look a few weeks back  of the samsung galaxy tab s  premium android tablet with oled display  s pen and optional keyboard case   ,lisagade,,,"Dallas, Texas",neutral
41,1307455915260432385,2020-09-19 23:05:56, the camera of note  ultra is bad ,PatelAryanG,,,USA,negative
42,1307456283721654272,2020-09-19 23:07:24, You sold me a watch that does not work in water  even with clear advertising that it does  i am prepared to complain to and keep fighting for a warranty fix or replacement  Please help me out here ,phillipneibaur,,,"Orem, Utah",negative
43,1307459394817458177,2020-09-19 23:19:45,my grandpa has a phone i can pick up next week to upgrade to a samsung galaxt s    poggers,meicoomonvm,,,"schenectady, ny",neutral
44,1307475244970586118,2020-09-20 00:22:44,hey   what gives with the  too cold to charge your phone  crap    phone is dead  cannot get her to charge  had to move to my old device   the hell  ,DataArchDad,,,"Michigan, USA",negative
45,1307480187404255233,2020-09-20 00:42:23, it has   remaining  when i tried to plug the phone in earlier i had the same problem  it then started working  at   i tried again  got this issue  phone then rapidly declined to   in a matter of seconds ,DataArchDad,,,"Michigan, USA",negative
46,1307480982161895431,2020-09-20 00:45:32, also  i did turn the phone all they way off and tried to charge  hardwired and on the pad  has a temperature icon on the panel,DataArchDad,,,"Michigan, USA",neutral
47,1307481756153438208,2020-09-20 00:48:37,So i did a thing     thank you for great getting me this killer tab s over the phone    we will Union this bad boy tomorrow live on air    g  team android ,L8sleeperGaming,,,"Washington, USA",positive
48,1307482135310159873,2020-09-20 00:50:07, i have been debating doing the same since i have had a samsung galaxy device since   i will stay tuned in to see how this goes for you,conspiracylife,,"Oakland, CA","Oakland, CA",neutral
49,1307488758670012421,2020-09-20 01:16:26,have been playing with the new z fold phone this weekend    it is really wicked awesome  and foldable     samsung  galaxy  zfold ,afalk,,,"Marblehead, MA",positive
50,1307489982400135169,2020-09-20 01:21:18, Yeah it happens  but nice man   Yeah i used to have a Samsung myself a while back  That phone your buddy has looks like a damn weapon Hahn it has pretty sweet looking ,TheCrypticWolf1,,,United States,positive
51,1307503580207878154,2020-09-20 02:15:20,can my phone gps work pls  why d samsung have to break it,elysio2,,,"Longueuil, Québec",negative
52,1307514239746277376,2020-09-20 02:57:41, Lol  My phone  Samsung  records in a square  does not matter which way i turn it ,Ratat0sk,,,"Ohio, USA",neutral
53,1307519373653860352,2020-09-20 03:18:05, they sold out so i get it on tuesday but i tried it out for a long time at the samsung experience store and i have to say it is the most impressive phone i have ever held  including the crazy concept ones at ces i played with   solid  is the best word i can think of ,DaPoetsTerrence,,,Los Angeles,positive
54,1307528764000292864,2020-09-20 03:55:24, The best selling phone of  was    i think   is a tad high for a device that wants to  game over  the entire industry ,4evrNemptyBliss,,,United States,positive
55,1307536296399831040,2020-09-20 04:25:20, that so  cubic foot samsung smart fridge with a built in   tv screen of me,CamFrent,,"Vernon Hills, IL","Vernon Hills, IL",neutral
56,1307538265264726017,2020-09-20 04:33:09, waitttt hun is that a samsung how  how did you do the pics on the apps  this is what my screen looks like but i do not know how to change the apps ,holyauhoe,,,wherever the wind takes me,neutral
57,1307546682339373056,2020-09-20 05:06:36,so happy i own a samsung phone ,ItsJustMatthewR,,,"Los Angeles, CA",positive
58,1307558046344847374,2020-09-20 05:51:46,well it looks like several weeks later and numerous hours on the phone with  att and  samsung still no answer on why no one can help me with the brand new phone i paid   for  thanks for nothing  two billion dollar companies stealing from the working man  att  thief  chi,natalie68791318,,,"Chicago, IL",negative
59,1307561450760699904,2020-09-20 06:05:17,kotaku  the samsung galaxy note  ultra is my new favorite gaming phone    via ,NathanJDilla,,,"Texas, USA",positive
60,1307564139355701248,2020-09-20 06:15:58,Thank you for returning my phone with cracks  it gives it character   phonestillnotwork,TheMobilityMom,,,"Lake Butler, FL",negative
61,1307575762816385027,2020-09-20 07:02:10,samsung  watt charging is not the end of the story on the note   i think it only works from     boo  i never let me phone get that low anyways  so  watt slow charging sucks coming from  watt vooc on the op pro that went from    at full power ,YFS36517624,,,"Los Angeles, California",negative
62,1307578979956727809,2020-09-20 07:14:57,there has a watch face i recently downloaded   the trial period has ended but my samsung pay is not working  ,iphieajike,,,Where He Leads Me,negative
63,1307588163464916995,2020-09-20 07:51:26, My brand new galaxy s  left me stranded today in a city i was visiting because of a gas issue i now know has been known about for a while  i was fully lost and the gas on my phone would not connect      Google maps was useless  Did i waste   ,StevenJKatz,,,"Rockville, MD",negative
64,1307623660740587520,2020-09-20 10:12:29, i do not expect the z fold to drop that low in price only go up  Samsung is marketing it as a luxury device  they seem to want it to hold value  Besides ramp d will not be cheap for that  so expect at least     for the next fold,SSGphoneguru,,,United States,neutral
65,1307644207398629377,2020-09-20 11:34:08, ilove Samsung mobile to can you give me old device from yours send me if you can  ahmedalrshefsead com ,Ahmed07770478,,,Sudan,positive
66,1307650709316345858,2020-09-20 11:59:58, Ok yours is same  Seems pretty bad for a £ phone ,wildlime,,,The Moon,negative
67,1307651305167618049,2020-09-20 12:02:20, Lmao Samsung quality is not bad  its actually real good  but  The thing is  the back camera takes forever to focus  why the front has this stupid beauty filter  it is real bad  beys you can take series with snap chat or in,memizxx_,,,Sudan,negative
68,1307658015064064001,2020-09-20 12:29:00, you should sew what samsung swipe does to text messages   google voice to text is also fun to watch   proofreading is not easy  especially your own writing  text lish and twitterese are their own dialects ,JohnECapobianco,,,Long Island,neutral
69,1307665799985889281,2020-09-20 12:59:56, Yours is perfect except gap at camera ,wildlime,,,The Moon,positive
70,1307669635538522122,2020-09-20 13:15:11, samsung store in the uk refused to place a screen protector  even if i buy it from there  i do not think they had a machine,Aaliyah63230851,,,Ireland,negative
71,1307670171444707331,2020-09-20 13:17:18, i am tired of owning a led r and the hw r sound bar and having a sound delay when i watch Blu ray off of my box   Please release the Earl update for qr  ,The_Dude_Dallas,,,Texas,negative
72,1307670766339661825,2020-09-20 13:19:40,up early looking for what phone i am going to get next  i have been with the samsung note for almost  years  ,justpaulplease,,,"Tampa, FL",neutral
73,1307690645272711169,2020-09-20 14:38:40, Also FYi people can recognize a brand from the logo on the back low  For example most android phones nowadays look exactly like the Samsung galaxy s  the only difference is the back BC of the logo camp  camera setup,Flash_snaps,,,"San Jose, CA",neutral
74,1307691061666603010,2020-09-20 14:40:19, samsung galaxy s ultra is the route to go  different cameras on back can shoot in k video and mp pictures and front facing mp camera ad well  been very pleased with my ultra ,Jeffpaff17,,,"South Lyon, MI",positive
75,1307694517051699203,2020-09-20 14:54:03, i had no idea this wasn t new  i only ever had a Samsung tablet low and i never did anything past watch movies on it,cinnamonmontana,,,"Pennsylvania, USA",neutral
76,1307704693439815683,2020-09-20 15:34:29, right  the only reason i m still here is because everything i have works together  but    that how they get you locked in  we tried to make the switch back when samsung had the exploding phone lol,MrsP123,,,USA,negative
77,1307706763882491905,2020-09-20 15:42:43, no rush i ve needed one for a while i have a samsung note book i think that what they are called no keyboard no drive it basically a over sized phone i got it free though a old sprint account and it barely works,joe91009670,,,"Westland, MI",negative
78,1307713487519580161,2020-09-20 16:09:26, i want a Samsung phone but i just can t ,MsGetChose,,,"Tampa, FL",neutral
79,1307718856752984072,2020-09-20 16:30:46,Everyday that goes by i am more convinced that my galaxy s  with is garbage  Shows service when i have none  Has service but shows none  Almost daily restarts to get my phone to function  what is the deal  ,xBOB_Ox,,,"San Marcos, TX",negative
80,1307719453480607746,2020-09-20 16:33:08, samsung device are top of the line  we want you to enjoy and experience the device to its fullest potential  let us look into this service issue  please send us a dm to get started   sharid,sprintcare,,,"Overland Park, KS",positive
81,1307720314323787776,2020-09-20 16:36:33,Dawg   i have a Samsung galaxy s edge from  and my current phone of nearly  years now  My so note   Like longevity  Lol ,Harlem19therare,,,Central California,positive
82,1307720328165163008,2020-09-20 16:36:37, if you change the ratio to full screen you can then zoom x    i found it on accident    no flash  those were the only two settings i changed    ,meier_ronda72,,,"Theodore, AL",neutral
83,1307724308538519552,2020-09-20 16:52:26, in my experience the samsung watch is more accurate ,tech702mike,,,"Las Vegas, NV",positive
84,1307734959046656000,2020-09-20 17:34:45,fun fact  my eye color matches my samsung phone label  a ,EthanPalombo,,,"East Providence, RI",neutral
85,1307737626552578048,2020-09-20 17:45:21, i was wondering why all of a sudden  my phone lost the option to mute the camera shutter sound  apparently  in some parts of the world it is not allowed to have it turned off anymore   for privacy reasons  i guess   ,thekatcloset,,,"Vancouver, British Columbia",neutral
86,1307740970373517313,2020-09-20 17:58:38,samsung galaxy is an android phone and we have had this the whole time  it is called customizable themes ,kalahp,,"Atlanta, GA","Atlanta, GA",neutral
87,1307748546335055872,2020-09-20 18:28:44, i own a samsung  noteplus  but the same actions will work on any phone ,KlatuBaradaNiko,,,"Olympia, WA USA",neutral
88,1307748829882658819,2020-09-20 18:29:52, i actually use the ti zen apps on our Samsung TV instead of a device like a PlayStation or a Roku etc     and yeah who would use a big power hog like a ps to watch YouTube all day low,compccs1,,,United States,neutral
89,1307756646333067264,2020-09-20 19:00:56,the newest version of samsung folding phone is not a sequel  it is a reboot  see how samsung shifted gears in our galaxy z fold  video teardown   ,iFixit,,,"San Luis Obispo, CA",neutral
90,1307758457131536385,2020-09-20 19:08:07, So it had a ton of battery issues and would always die after an hour or so  almost every single time i got a phone call it would ring and vibrate nonstop even when the person would hang up or i would try to answer     that happened with  phones ink why ,folkloreang,,,"New Hampshire, USA",negative
91,1307767328180973571,2020-09-20 19:43:22, i just got a galaxy s g  smg u  and i am i working my way through manual  i saw that the camera can read text aloud  but have not yet found out how to do it   How do i do this ,cubeslave,,,"College Park, GA",neutral
92,1307771291395600384,2020-09-20 19:59:07, great phone  battery life sucks  and fuck this curved screen  why is samsung so hell bent to keep giving  upgrades  that remove features  big phone  big display  small battery  not headphone jack  no ir blaster  no audio dac   hz at reduced resolution ,MrBullRun1,,,United States,negative
93,1307781418634948608,2020-09-20 20:39:22, samsung note  is my phone  amp  no storange left,KimieChu00,,,Sweden,neutral
94,1307782988546142210,2020-09-20 20:45:36, is there a class i can watch on YouTube that shows how to get best angles and lighting ,Justin_N0M4D,,,"Missouri, USA",neutral
95,1307796756814422016,2020-09-20 21:40:19,Rear camera self with  galaxyfold pretty sure this is now the best self camera out now   self  babyselfie  galaxyzfold ,Youtubetechguy,,,"Los Angeles, CA",positive
96,1307803868017946624,2020-09-20 22:08:34, Yea apparently Samsung uses softback Emory database according to emojipedia because this is what i saw on my phone ,DarkestArgentum,,,Earth,neutral
97,1307807361239781377,2020-09-20 22:22:27, Samsung is not the only android phone  Android is the OS  Samsung makes phones with android OS  just like etc  Google  Leno  and many other companies ,ZaliasFGC,,,"Kent, Ohio",neutral
98,1307807729386426380,2020-09-20 22:23:55,if you have a  samsung phone  do not forget to turn on the built in blue light filter in the settings to protect your eyes  settings gt display gt blue light filter ,galaxyworldwide,,,"Baltimore, MD",neutral
99,1307810416526008322,2020-09-20 22:34:35,for all it offers  this samsung  smartphone is worth its price   lifestyle   ,BrandonCartC21,,,Washington D.C.,positive
100,1307825465172819969,2020-09-20 23:34:23, Nice  i recently got a xp pen  pro for my computer  Using a Samsung s lite and iPad mini for more mobile options    Takes some adjustment  just remember  undo is your friend ,DRCsyntax,,,"Texas, USA",neutral
101,1307832936071180289,2020-09-21 00:04:04, this pops up for no reason and stays on the screen for up to  minutes   how do i make it stop  ,denisegoducks,,,"Oregon, USA",negative
102,1307838933582086144,2020-09-21 00:27:54, love that phone,jen4988,,,"Hutchinson,ks",positive
103,1307847019071930368,2020-09-21 01:00:02,samsung dominates the android phone market in the us ,TidySurveys,,,Chicago,positive
104,1307850874316677120,2020-09-21 01:15:21,i m actually happy about this  i never really used voice assistant screen reader on samsung  are used commentary  ,ke7zum,,,las Vegas Nevada,positive
105,1307860757141282818,2020-09-21 01:54:38,and now i am back in the nightmare where i am trying to pull a bluetooth log  this is a samsung device  and they moved it to a different location  because they hate you,Foone,,,"Milpitas, CA",negative
106,1307873965952528384,2020-09-21 02:47:07,my camera fails me when i needed the most the camera on my s samsung s plus i am stalked so bad i cannot even talk it does not right it down right anyway the evil is so bad so bad and illegal on this private life the camera blocks the light the light function just blocked,twitemarti,,,United States ,negative
107,1307877319302758400,2020-09-21 03:00:26,when using the whatsapp pop up option on a samsung galaxy phone  the minimize  maximize  and close buttons not showing up in light mode  is this a samsung issue or whatsapp issue   ,dominicjgt,,,somewhere by the sea,negative
108,1307881544296480768,2020-09-21 03:17:14, Can you do me a favor open instagram and go in to the task launcher do you have the option there of making instagram full screen,Tarek53180,,,redwood city,neutral
109,1307883116879654913,2020-09-21 03:23:29,i think i m going to tell my boss to switch my work phone to one of the newer samsung phones ,chee_beautiful,,,"Salisbury, MD",neutral
110,1307896968669278208,2020-09-21 04:18:31, i am boutta throw my phone across the room  this the th time my phone has been buggy and has not given me notifications     i am on my second phone too,_ryanburns_,,,"New Hampshire, USA",negative
111,1307904818099286017,2020-09-21 04:49:42, the ecosystem really seals the deal from what i have heard from friends  i have a samsung phone and use google for most things  but am considering switching ,CodingMark,,,"Bay Area, CA, USA",negative
112,1307924504694358016,2020-09-21 06:07:56, its ironic swerve is talking about a phone then right below is the Samsung note   ,deathbat9116,,,"Monroe, NC",neutral
113,1307926564198211584,2020-09-21 06:16:07,i am fortunate enough to have the opportunity to own the samsung galaxy note  and i am actually impressed this phone is a legitimate a  day phone with  hours of screen time per day  and still ending the day with    and i will still go for a few more hours  impressive ,Whoa_JG,,,"Tucson, AZ, USA",positive
114,1307926836173709313,2020-09-21 06:17:12, congrats on the ugliest phone ever made lol   ,Christopher_Bry,,,Spokane Washington USA,negative
115,1307934830454362113,2020-09-21 06:48:58,samsung kx launches the ‘lunch and listen  series to mark the release of the samsung galaxy note device  ,SustainHealth,,,UK and USA,neutral
116,1307940625442979840,2020-09-21 07:12:00, So this is where my Samsung s  ultra g gets the screen messages from every time i open my phone  Shows the exact slides only with messages  its on my other phone  i can screenshot and show you how ya ll team up ,TamikaFayeMoore,,"Long Beach, CA","Long Beach, CA",neutral
117,1307948930664198144,2020-09-21 07:45:00, Yes i do not have any problems with the phone it works perfect and the battery its good,jkbunnye,,,Romania,positive
118,1307970754944937986,2020-09-21 09:11:43, how about sending replacement parts to your carriers so your customers do not have to go  weeks without a phone to get fixed  ,vampyratexd,,,"Ashburn, VA",negative
119,1307977023323811841,2020-09-21 09:36:38, i would just add one thing to what you all said  Wtf you should use k which is shot only by pro price k dollars or more cameras well  On a smart phone you get  cropping  lack of stabilization  the is cannot process the frames fast enough and creates artifacts ,Archer_Legend,,,N.D.,negative
120,1307977529316315136,2020-09-21 09:38:38, But higher numbers are better for chickens  Cannot wait to see a k smart phone camera for idiots,Archer_Legend,,,N.D.,negative
121,1307982639626817537,2020-09-21 09:58:57, my phone and tv are samsung and my new ssd soon d ,Kareshi777,,,"Long Beach, CA",neutral
122,1308010606671298560,2020-09-21 11:50:04, it is namjoon from bts  i also agree his phone is super cool i think bts partnered with samsung so idk if that is a samsung  ,flowerz4tae,,,he/they,positive
123,1308015747600318464,2020-09-21 12:10:30, Oh i am not sure  But if your phone is android and like a Samsung with compatible storage space it can work  Some android mobile will not be compatible if the storage space is not enough ,sapongnoona,,,"Oregon, USA",neutral
124,1308019409601126401,2020-09-21 12:25:03, i am downloading it on my phone  i have a Samsung,GRLWITHLUV7,,,United States,neutral
125,1308019949936553985,2020-09-21 12:27:12, The same problem is with every device which have a camera and storage device online internet connection  Either all have to be forbidden or we must believe manufacturers that data is not misused  My Samsung TV continuously ask me to activate the camera  and it is on my living room,TPiispala,,,Suomi,negative
126,1308021164992860166,2020-09-21 12:32:02, what is your budget  i would recommend you look into the samsung galaxy a range  my last phone was an a and i got an a a couple of weeks back  they are both great ,darkenthememory,,,Ireland,positive
127,1308028861972533250,2020-09-21 13:02:37, i am not entirely familiar with how samsung wearables are calibrated for distance  does it use the accelerometer in the paired device to fine tune the pedometer ,Tech247tv,,,"Wellington, FL",neutral
128,1308035983921876997,2020-09-21 13:30:55, first they made a fucking samsung phone,ragarnoky,,,"Frederick, MD",negative
129,1308037542407811074,2020-09-21 13:37:06,thought of the day  so i do not like my new phone  the emojis are generic looking but i do like the police car but no american flag emoji   is samsung unamerican  this was based on affordability so i am  stuck with it for a while,truffsnme,,,"Texas, USA",negative
130,1308038341397377025,2020-09-21 13:40:17,the latest samsung galaxy as has a level of efficiency that is rare to find  with great storage capacity  a   inch screen   amp  an octa core processor  use multiple heavy apps with ease  visit    samsung  miami  florida  smartphone  amazon  onlineshopping ,Lenoxtons20,,,"Miami, Florida",positive
131,1308039215087665165,2020-09-21 13:43:45, samsung  i thought you had a huawei phone for some reason  i have an s  now too  also  love the hat and the zellers shirt  glad you did not get shot and are making videos ,zulu_panda,,,"Vancouver, BC",positive
132,1308043329913917442,2020-09-21 14:00:06, i use the wall pix app  they have wallpapers that work around the camera cut out,MariKrajczar,,,Pennsylvania,neutral
133,1308045410209067011,2020-09-21 14:08:22, been with the note series since the   so long as you keep making one  this series will be the only phone i ever buy  love my  g ultra   ,realmaineangus,,,"Portland, ME",positive
134,1308045779962126337,2020-09-21 14:09:50, Open up your phone  i would be interested in how many components are made by Samsung ,realmaineangus,,,"Portland, ME",neutral
135,1308046541505134596,2020-09-21 14:12:52, Seriously though  this battery is a beast  i work in a navy shipyard  and always forget to turn my data off when i step onto the hull  My note  would make it through the shift alright  but sometimes i had to charge it  now  i do not need to charge my phone once while at work ,realmaineangus,,,"Portland, ME",positive
136,1308047907514454017,2020-09-21 14:18:18, i will still just stick with the s series      i like a nice phone but simple as well      And i will only buy galaxy phones,Ozzy_Kabanek,,,"Cape Coral, FL",positive
137,1308048122925527044,2020-09-21 14:19:09,Get your orders in today this is the smartest phone on the market today     i love my zfold mystic bronze g phone    my galaxy  samsungmembers ,Lipsle2,,"Virginia, USA",RVA,positive
138,1308048659603480576,2020-09-21 14:21:17, Saw the commercial while watching love this phone ,Lipsle2,,"Virginia, USA",RVA,positive
139,1308051368184250368,2020-09-21 14:32:03,you forgot i can play it on my phone or tablet as well       samsung  cloud ,kal0,,,Austin ,neutral
140,1308052320987602945,2020-09-21 14:35:50, i am fascinated by that claim  given that Samsung has phones  watches  laptops and tablets  in addition to TVs  smart hubs  and just about any appliance or electronic device you could imagine  All easily connected  Not to mention partnerships with windows and Google ,RealReffjey,,,"Memphis, TN",positive
141,1308053491747885056,2020-09-21 14:40:29, i have got a peculiar one  i changed phones  note ultra from note   but still keep the old one for my son  i have a family plan  so i put his account on my phone  now  my samsung watch  s classic  only logs in under my son account,bad_man_hat,,,"Lawton, OK",neutral
142,1308056790286835712,2020-09-21 14:53:35, thanks for the heads up  i have been trawling phone review websites and it seems like a lot of samsung phones really do have some issues w charging and overheating,mutamakes,,,SEA,negative
143,1308063282847248385,2020-09-21 15:19:23, To be fair  this is more of a Samsung ecosystem rather than simply android  But pairing my phone with two TVs  a watch  and the buds live has been a breeze  if my understanding is correct  the windows support will also integrate it with any PC  but wireless ex comes with Samsung,RealReffjey,,,"Memphis, TN",neutral
144,1308068671059881989,2020-09-21 15:40:48,turns out if your samsung phone does not have a case on it  it will vibrate itself off the table when you get a notification,Devynnjcr,,,"Waco, TX",negative
145,1308076579474599936,2020-09-21 16:12:14, Does not stand by their products i have a galaxy  with a visibly exploding battery  They told me to send it to them camp  everyone agrees it is a manufacturer issue then they hit me with   repair bill they are sending a dangerous phone back  Samsung ,DunnBAD,,,United States,negative
146,1308079789228453895,2020-09-21 16:24:59,i want the telephoto zoom in the samsung galaxy s ultra but i do not want to spend    on a fucking phone and i do not want a phone that big and i do not want a phone by samsung   so ,Ben_Etc,,,Portland,negative
147,1308084089803612161,2020-09-21 16:42:04, Can other fingerprint sensors be defeated simply by applying a screen protector though  i get the tech is more secure in theory  but Samsung implementation seems flawed in practice ,NLTAndrew,,,"Los Angeles, CA",negative
148,1308087185384505344,2020-09-21 16:54:22,last week  cesar johnston  participated in a samsung forum on next generation wireless charging  check out the recording for an update on the trends  challenges and latest developments   wirelesscharging  wattup  samsungforum  energous link  ,Energous,,,"San Jose, California",neutral
