,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language,tag
11,1310001824074625025,2020-09-26 23:42:28,@EmersonBarrett You don't have ones for a Samsung do you? Cause I'm planning on getting that type of phone sometime this week,LittleBastard29,,,"Astoria, OR",en,neutral
12,1310002668048318464,2020-09-26 23:45:49,"@BringBackBTTF @PdogGray It had BTTFTR, as well as another motion simulator called Starquest Adventure for the Samsung Pavilion Expo in 1993. Here's another version with more in-depth information from Douglas Trumbull. https://t.co/GS8Cr7zmnz",CowMissing,,,"Universal City, Los Angeles",en,neutral
13,1310009460266397697,2020-09-27 00:12:48,"@SamsungMobileUS just wanted to let you guys know, I pre-ordered the galaxy s20 ultra. I've had this phone for about 6 months or so and because of this phone I will never own another Samsung product. Waste of money.",MiiseryDK,,,"Oregon, USA",en,negative
14,1310010254386704384,2020-09-27 00:15:58,@iamwaynegilbert @MeFOTOTripods @SamsungMobile @SamsungUK @SamsungMobileSA @SamsungMobileUS I do need a tall smartphone tripod thats inexpensive as well.,KnightRalph316,,,"New York, NY",en,neutral
15,1310011372600782851,2020-09-27 00:20:24,@KnightRalph316 @MeFOTOTripods @SamsungMobile @SamsungUK @SamsungMobileSA @SamsungMobileUS Yes and use voice activation to trigger the shutter. Absolutely no shake to the device. 1,iamwaynegilbert,,,"Brooklyn, NY",en,neutral
16,1310015140025126912,2020-09-27 00:35:22,@TheMagentaBoss @SamsungMobile My favorite phone rn. 🔥🔥🔥,justbeslick,,,"Oakland, CA",en,positive
17,1310018527332642816,2020-09-27 00:48:50,@TorificallyTori I also try to do some decent photography when I'm able to. That's part of the reason why I upgraded my phone to the newest Samsung... not the folding one but the other fancy one!,K8TBenoit,,,"Missouri, USA",en,positive
18,1310020509992615937,2020-09-27 00:56:43,"@jaymes_e @pspx99 @oneplus @SamsungMobile I seriously wish 8t doesn't cost atleast same as s20FE which is $700 but it seems quite difficult as even the OnePlus 8 comes at same price point. Even at same price, samsung have better camera, ip rating, wireless charging which gonna attract more people over just fast charging",DinkarTaneja,,,"Montréal, Québec",en,positive
19,1310020847034413056,2020-09-27 00:58:03,@SamsungMobile This phone is so messed up. https://t.co/gXJZnTRwyr,AndreaJeanine18,,"St Louis, MO",,en,negative
20,1310021304016351232,2020-09-27 00:59:52,@robeytech @XboxGamePass @SamsungMobile I hope you like the Galaxy Z fold 2 man. That device is magic,d_spi,,,"Chicago, IL",en,positive
21,1310025123664068608,2020-09-27 01:15:03,@SamsungMobileUS aweful design.  camera screen scratched easily,Pajcha719,,,"Norco, CA",en,negative
22,1310025297761308673,2020-09-27 01:15:44,@Netflixhelps hi. I cannot watch Netflix in any of my 2 Samsung smart tv since this morning. I already tried everything and is still not working,magavaiz,,,"Virginia, USA",en,negative
23,1310028844162744321,2020-09-27 01:29:50,"@iamwaynegilbert @SamsungMobileUS I like walking this path, always lots of people walking so when I have a chance to take a pic of no one in front of me I take one quick... They come out pretty good for being taken while I'm walking! 😊 Should stop to take them, but then my watch pauses my walk, lol",MariKrajczar,,,Pennsylvania,en,positive
24,1310030361536200705,2020-09-27 01:35:52,Woke up one morning to find that the camara screen of my new Samsung S20 Utra was cracked.  Did some research and found out that this might be a design flaw.  @SamsungMobile is not helping customers.  I expeced more for $1400.  Getting it repaired myself.  #badcustomerservice https://t.co/HLIjtmLseL,Solomania12,,,"Coppell, TX",en,negative
25,1310030879532740608,2020-09-27 01:37:55,Just pre-ordered the @SamsungMobileUS #GalaxyS20FE and I'm so excited this is the first phone I've ever actually wanted enough to preorder! Thanks @TMobile @sprint,z_randolph98,,,Connecticut,en,positive
26,1310036072483762177,2020-09-27 01:58:33,"@TMobileHelp @MikeSievert @techcrunch is it normal for a cell phone company to recommend phones that have issues with their services?  @Samsung are you working with @tmobile to resolve this or not?  They told me that they are working with you.
#tmobile #samsung #5g",jason_mongaras,,,"Round Rock, TX",en,negative
27,1310037314060640256,2020-09-27 02:03:29,"@HBOMaxHelp I am constantly getting “Something went wrong” errors while trying to watch on my Samsung TV. Or something will take forever to load, and when it does, no audio. Help!",carojdavis,,,"Washington, DC",en,negative
28,1310037667019661320,2020-09-27 02:04:53,@ATT @SamsungMobile got the new s20. Both mine and my wife's cracked right on the screen near the volume and lock button. Only option is to replace device for $250. @Verizon can you help me out of this contract?,nic_and_rachael,,,"Texas, USA",en,negative
29,1310037962369966081,2020-09-27 02:06:04,Watching @MKBHD on a Samsung 4K screen is quite the experience,VasylShevtsov,,,"West St Paul, MN",en,positive
30,1310050215462928385,2020-09-27 02:54:45,"Sky Lit up this evening.. took this shot with the #Samsung phone in panoramic mode. #cellphonephotography #sfbay #bayarea #bayareabuzz #sunset @ Union City, California https://t.co/bRckuvIt9L",krazycamera,"[-122.046, 37.5922]","Union City, CA",Globe Trotter,en,neutral
31,1310075653690138624,2020-09-27 04:35:50,Oy... I should have brought my Samsung phone so that I can get reception...,kaleidavescope,,,"San Francisco, CA",en,neutral
32,1310077813400141824,2020-09-27 04:44:25,"Finally just got a new fucking phone.. 

*Samsung Note 20 Ultra* 

Which was a complete fuckup. Hit the wrong phone when I was ordering online.  

Fuck it! This phone seems to be better anyways.  
🍀🍀🍀🍀",Dawn_Ashes,,,"Northport, AL",en,negative
33,1310087037865787392,2020-09-27 05:21:04,Let’s all say a prayer to the Samsung TV Gods that my TV picture comes in focus sharp tomorrow morning. Don’t know what happened but all the sudden the screen got scrambly #OodhamTVProblems,damascus485,,"Arizona, USA",Kaij Mek ,en,negative
34,1310092913452503040,2020-09-27 05:44:25,"@nPerf @rkeradec
Please fix 5G Mapping bug on Samsung S20+
See Video
https://t.co/jxAUvKJFWj",SteveOStereo,,,USA,en,negative
35,1310095042556702730,2020-09-27 05:52:53,@NerdyNetty Samsung Ultra Note20 has the best camera I've ever experienced.,almostADORNO,,,"Raleigh, NC",en,positive
36,1310095575266848768,2020-09-27 05:55:00,My friend got the Samsung S20 phone and BTS ain’t lying. Those pictures come out sooo good 😌 https://t.co/gMnucXNJb2,jimin93park,,,"Austin, TX",en,positive
37,1310096978995372032,2020-09-27 06:00:34,"My laptop the Mac air on a 55 inch Samsung is working pretty good, it’s a curved screen. https://t.co/y0fkcksVn2",POTUSWayne,,,"Sonoma County, CA",en,positive
38,1310106126482984960,2020-09-27 06:36:55,Why Samsung's Transparent Phone will fail. https://t.co/QworVK1Ky2,Newsaroundworl1,,,USA,en,negative
39,1310115005556285441,2020-09-27 07:12:12,"How to reset Samsung A01 - máster reset in English and Spanish
https://t.co/M2KRsfqNNe",jnav_flix,,,"Worcester, MA",en,neutral
40,1310115495786491904,2020-09-27 07:14:09,The All New Samsung Galaxy F Series Promises to Bring the #FullOn Experience to India Soon! https://t.co/50MX4aDk4m,ViralMNews,,,New York,en,neutral
41,1310121426771415040,2020-09-27 07:37:43,@Samsung_Pak Best phone of the year,Technew31596920,,,"California, USA",en,positive
42,1310124888926101504,2020-09-27 07:51:29,@TFT &amp; @PlayRuneterra will you be updating your phone app so it has full screen on the new Samsung Galaxy Z Fold 2?.. almost any other game supports the phone now. #SamsungGalaxyZFold2,DvalinDK,,,Denmark,en,neutral
43,1310141333143724033,2020-09-27 08:56:49,"@RaspPhi314 @iambrina @iAm_erica clearly... any other phone than these two...
you'd better get a Samsung Galaxy 10 or above...",jaymelbe,,,NJ,en,neutral
44,1310147714479423492,2020-09-27 09:22:11,@SamsungMobileKE Thank you Team Samsung Mobile Kenya for your intervention.  I received my Memorycard.,AmakaClifford,,,"Minnesota, USA",en,positive
45,1310154935724584960,2020-09-27 09:50:52,So glad this Samsung phone of mine is HD/UHD capable bc thats what Namjoon deserves https://t.co/jHvXbYmtq1,FiestyLilBTS7,,,"Texas, USA",en,positive
46,1310160612115255297,2020-09-27 10:13:26,"#GIC #VIEW #BTC #THETA The world's largest smartphone maker, Samsung, has integrated the Gemini exchange into its Blockchain Wallet on Galaxy smartphones in the US and Canada. (U...Read more: https://t.co/zpaav3ySqA",webnowcompany,,,USA,en,neutral
47,1310163876156071938,2020-09-27 10:26:24,@EuSou0Batman @SnazzyQ @UniverseIce Crap! If Samsung did that no one buy their Phone including me!,Devendras4,,,"Las Vegas, NV ",en,negative
48,1310183165550620673,2020-09-27 11:43:03,"@ASB_YT @SamsungUK @SamsungMobile Have to say my Huawei P30 Pro camera 📷📱 is stunning! 
Much better than my Note 20 Ultra. 
But i still love it lol! 👍🏻😀",SusanAmeyHope77,,,Berkshire,en,positive
49,1310190115717656576,2020-09-27 12:10:40,@EmmyFutz Felt that way when I got upgraded my phone to the Galaxy Samsung S20+ after like 3 or 4 years 😅,Critiical,,,"Los Angeles, CA",en,neutral
50,1310191116629741569,2020-09-27 12:14:39,Samsung Galaxy Watch models get ECG feature - https://t.co/tNRWxk1mmY,QZSmith,,,"Avon, Indiana ",en,neutral
51,1310197493271994368,2020-09-27 12:39:59,"Great chance to #win Samsung Galaxy S10 Plus! Be an owner of the beautiful phone.

Offer Link&gt;&gt;&gt;&gt;https://t.co/D9sMdpWXgU

#samsunggalaxys10plusgiftcardgiveways #samsunggalaxys10plusgiftcardcomp #samsunggalaxys10plusgiftcardcodes #samsunggalaxys10plusiftcardswap",LLLLaughOutLoud,,,"Arizona, USA",en,positive
52,1310206564675051523,2020-09-27 13:16:02,"@tyler_casper @kareksen1 The first Samsung flip phone, with a pull out antenna.",Un_Apologetic33,,,United States,en,neutral
53,1310207310090952706,2020-09-27 13:18:59,@abacjourn Do you really care that much about pictures? If you did the newest Samsung note is the best camera on the market by far,whatsthetruth11,,,Washington DC.,en,positive
54,1310222698342219780,2020-09-27 14:20:08,@Argos_Online samsung does not sell mobile devices with argos stickers on. Regards,KRZYSZTOF_UK,,,South Wales,en,neutral
55,1310225490578374657,2020-09-27 14:31:14,@IamTheMoose76 @JezCorden @robeytech @XboxGamePass @SamsungMobile Don't get the duo... its outdated and bad designe overall! It's a failure cause of it's price. It should be a 700$ phone not 1400.,NHH_Gaming,,,United States,en,negative
56,1310227357966295041,2020-09-27 14:38:39,Samsung French door 4 door bottom glass removal cleaning and reinstallation https://t.co/oL7X1x1O8h via @YouTube. @FridgeRecall  @SamsungUS,coachjeff24,,,94111,en,neutral
57,1310235103918989312,2020-09-27 15:09:26,Samsung Galaxy M51 vs Realme 7 Pro - Review Specifications https://t.co/07qt3VQ0hj via @YouTube,StarRadcliffe,,,English,en,neutral
58,1310238111729946624,2020-09-27 15:21:23,@SamsungMobileUS @CNET It's the best phone bar none.... Love this S20ULTRA 5G🙋🏾‍♀️🤗✊🏾,Lipsle2,,"Virginia, USA",RVA,en,positive
59,1310238161176375296,2020-09-27 15:21:35,"I'm no Christian Cooper (thankfully)...but I got this fancy new Samsung phone...and a hummingbird took a few seconds to chill for my first nature pic.
#birds https://t.co/zGpHzlChwm",FunqSir,,,United States,en,positive
60,1310240362343079939,2020-09-27 15:30:20,"@AndroidAuth For over 600 this is to expensive, it should be priced around 500 because it is no flagship. Now it will battle against Galaxy S20FE where it doesn't stand a chance if Samsung doesn't f**k the camera",Milkyteram,,,Mars,en,negative
61,1310251443077734402,2020-09-27 16:14:21,"Samsung releases too many flagship phones. They should focus on four model (galaxy, note, fold, &amp; affordable phone) give them all the same specs and features. Also releases them altogether instead through the year. Just my thoughts 🤷🏾‍♂️🙃",thatsdrewbaby,,,"Milwaukee, WI",en,neutral
62,1310254792716046336,2020-09-27 16:27:40,Normalize making videos for the inner display on the @SamsungMobile Fold 2 😯 @LoverOfTechBA https://t.co/qgCVJWHjVN,mattgissentanna,,,Georgia,en,neutral
63,1310263052109922305,2020-09-27 17:00:29,"@SamsungMobileUS I wish the camera didnt stick out like a penis.
Stop being afraid. Could have used a bigger battery and made it flush.  Barely lasts 8 hours unless you neuter it. 1500.00 for a phone with half day power. You failed",littlebitykitty,,,Seattle,en,negative
64,1310263984315158529,2020-09-27 17:04:12,"@MatthewAguilar5 Last night was complete BS for me, apparently the Showtime PPV was not compatible on my Samsung TV - so I had to stream it on my phone and mirror it to my TV. I will NEVER buy another showtime PPV if they don’t fix that issue",thesweetadvice,,,"Houston, TX",en,negative
65,1310270625618038784,2020-09-27 17:30:35,"@tyler_casper My first cell phone. Samsung, in 1997 https://t.co/rztjN06AT9",edvcn,,,Washington DC,en,neutral
66,1310277976823656449,2020-09-27 17:59:48,For two weeks I carried around the best and most expensive phone that @SamsungMobile offers in the Z Fold 2. Two weeks before that I carried the Note 20 Ultra. After one month of Samsung I can conclude that it is trash.,Hacksxw,,,"Louisville, KY",en,negative
67,1310281303342952451,2020-09-27 18:13:01,I would rather be thrown into a Gulag than have to use a Samsung phone,Uchiha_Hirsch,,,"New Orleans, LA",en,negative
68,1310284415189344258,2020-09-27 18:25:23,Man this @SamsungMobile #GalaxyFold2 is the best device I have ever used. It's seriously amazing. I have yet to find something that I don't like and I'm pickyyyyy with tech lol. Great job @SamsungMobileUS y'all really killed it and I can't ever use a regular phone again lmao https://t.co/nYKvv5sfHD,KingTruckerGA,,,"Atlanta, GA",en,positive
69,1310284457794994176,2020-09-27 18:25:33,@SamsungSupport recently I found Samsung is not as good it is used to be . As a proof I am posting the Samsung note 8 snapshot? Let me know what Samsung can do? It’s look like phone batteries is swollen? https://t.co/NlVpVdpkmz,vksbks,,,"Queens, NY",en,negative
70,1310287938929004544,2020-09-27 18:39:23,@Wander1236 IIRC the modded app just removes Samsung device checks. I doubt this mod is as sophisticated as replacing Samsung's SDK.,MishaalRahman,,,United States,en,neutral
71,1310291425305788417,2020-09-27 18:53:14,@shwood When my pebble time died I switched to the Samsung galaxy watch and love it.,Pasghettios1,,,"West Nyack, NY",en,positive
72,1310294168757923840,2020-09-27 19:04:08,Check out what I just added to my closet on Poshmark: Brand new (unlocked Samsung galaxy J3 mobile phone. https://t.co/t6hexZnusZ via @poshmarkapp #shopmycloset,BrandonAtherley,,,New York,en,neutral
73,1310298334679232516,2020-09-27 19:20:41,"I just saw the BTS Samsung mobile commercial on TV during the FOOTBALL GAME...

I’m screaming!!! I tried to take a video but didn’t get my camera in time.

I’m saving my money for the S7 tablet...please do a BTS version🙏

#bts
@BTS_twt 
@SamsungMobile 
@SamsungMobileUS",BtsHome389,,,United States,en,neutral
74,1310299892468899842,2020-09-27 19:26:53,"@HelmanDC I'm so cheap, I'd show up in cargo shorts a Cowboys dry fit shirt and a Jansport back pack.  But with the latest Samsung phone and ear buds",LLoya0504,,,"Immokalee, FL",en,neutral
75,1310301117201313792,2020-09-27 19:31:45,"Finally got to see the Samsung Mobile TV commercial with #BTS_Dynamite playing during the Giants vs. 49ers game! I love it! ❤

@BTS_twt",JustLeChanel,,,"Bay Area, California ",en,positive
76,1310304261964591106,2020-09-27 19:44:14,"@klobrille The beta filled up in a hurry. I use an Android phone and tablet (both Samsung), but still have an iPad Pro that I use. I was curious how close it was.",CognitiveCaveat,,,"Albuquerque, NM",en,neutral
77,1310306217512837124,2020-09-27 19:52:01,"@SamsungMobile I am beyond pissed! I was waiting for a very important phone call when my Galaxy decided to do a system update that I couldn't decline! I wasn't on wifi, so the damn thing took more than 25 minutes!! Needless to say, I missed the call and I'll be buying a new phone",rgledz24,,,Twin Cities,en,negative
78,1310307115190358016,2020-09-27 19:55:35,How to Spot A Fake Samsung SD card https://t.co/Uu6q3Hb333 via @YouTube,FatalPuls3,,,"Simpsonville, SC",en,neutral
79,1310315673671929862,2020-09-27 20:29:35,@xfinitymobile @SamsungMobileUS Xfinity mobile sucks big time we have been on hold about 6 hours to activate my cell phone.,rob51788,,,Maryland,en,negative
80,1310317719741493248,2020-09-27 20:37:43,@SamsungMobileUS @SamsungSupport  I sent my phone in for repair TWICE for this obvious screen defect and my Note 20 Ultra has been sent back unrepaired saying its functioning as intended?! Disappointed! https://t.co/se38LWstYC,shanki2k8,,,"Louisville, KY",en,negative
81,1310318424330063874,2020-09-27 20:40:31,@PenielShin @nikkekeke @bts_bighit I heard one for Samsung during the Cleveland-Washington game.  Stopped everything to watch. Hearing this on NFL games is HUGE!,Firousi46,,,"Oklahoma City, OK",en,neutral
82,1310318610481635332,2020-09-27 20:41:15,"Two drastically different experiences:

@Samsung TV: intrusive ads on your home screen and app menu

@LGUS TV: ""Do you want to enable the built-in ad blocker for web content?""",timcappalli,,"Boston, MA",Boston,en,negative
83,1310319991334502402,2020-09-27 20:46:45,"@timcappalli @Samsung @LGUS My next tv will not be a samsung, when I had a galaxy phone the same thing happened.",bochrud,,,Green Bay,en,negative
84,1310320470751879168,2020-09-27 20:48:39,"@SamsungMobile for the thousand time you need to change software updates policy.. same device same carrier the other get updates and the other not change it please i heaer you lately saying you you heaer what customer says then do it, I we'll keep twit until you fix this issue. https://t.co/Y8Ogv7JuKr",MojahedJobran,,,Sudan,en,negative
85,1310321540181893120,2020-09-27 20:52:54,"@AndroidAuth Seems like a step in the right direction, however samsung has burnt its bridge with me, the 512gb S20 Ultra was the worst phone i have ever owned when i factored in how much it cost. Currently back on my s10+ after flipping the ultra for a slight profit. (bought on discount)",AvadaKedavera_,,,Earth,en,negative
86,1310322930140602368,2020-09-27 20:58:25,@tssf @SamsungUS @Samsung You need to watch Red Dwarf!,grantkirkhope,,,"Los Angeles, CA",en,neutral
87,1310326895184019456,2020-09-27 21:14:11,Is anybody using the #novalauncher on their #GalaxyZFold2 ? Why can't I use the full screen on the front display? There's a big gap on the top and bottom of the screen. This is the homescreen on the front cover display.  #Samsung #samsunggalaxyzfold2 #samsunggalaxyzfold25g,Gaspeed,,,"California, USA",en,neutral
88,1310329628574318592,2020-09-27 21:25:02,Samsung’s Galaxy Watch 3 and Active 2 can now take EKG readings in the US https://t.co/o6TKAvCE2s https://t.co/DY6iWcqgrF,verge,,,New York,en,neutral
89,1310335795371208704,2020-09-27 21:49:33,@shwood I like my Samsung Galaxy Watch myself. My wife love’s her I watch 5.,newyorkflyer82,,,"Las Vegas, NV",en,positive
90,1310343964365598721,2020-09-27 22:22:00,"To @SamsungSupport, bought the #Note20Ultra for about $1,400 and within weeks noticed screen was defective. Now, @SamsungMobileUS wants me to take it in for repairs. Comes out the factory defective and you want me running around? Who are you kidding? Is this the face of #Samsung?",Konchu_klan,,,New York,en,negative
91,1310360823047487490,2020-09-27 23:29:00,"This is Samsung's latest foldable phone, the Galaxy Z Fold 2. https://t.co/qi1G2BSI8j",CheddarGadgets,,,"New York, NY",en,neutral
92,1310370506487394305,2020-09-28 00:07:28,@SamsungMobileUS #GalaxyZFold2 I am so glad Samsung packed a good camera in that Foldy! One less thing to worry about! https://t.co/VnXYMVDsYW,chakkaradeep,,,"Redmond, Washington",en,positive
93,1310371316911009793,2020-09-28 00:10:42,@SamsungMobileUS The Note 10 in Aurora Glow is still the prettiest phone ever 😍,MermaidxGalaxy,,,USA,en,positive
94,1310375689707716608,2020-09-28 00:28:04,"We live in a technologically smart world, and yet try to move pictures from a Samsung phone to a macbook and, well, this feels way more difficult than it should be 😭 brand monopoly much, seems the software fights with each other like two petty relatives at a family dinner",SnapbackOtter,,,London Ontario,en,neutral
95,1310388551457046534,2020-09-28 01:19:11,"Hey guys! Check out my first of many tech videos on the Galaxy Z Fold 2 5G! @SamsungMobileUS #samsung #GalaxyZFold2

https://t.co/p1SsaaFgAG",ty_rekeee,,,United States,en,neutral
96,1310392217211670528,2020-09-28 01:33:45,Is anyone else being harassed by this Samsung Galaxy Watch commercial?,JoeDonuts,,,"Long Island, New York",en,negative
97,1310394535835570186,2020-09-28 01:42:57,Download and customize watch faces for your Samsung smart watch - https://t.co/sIVPS3ngig,QZSmith,,,"Avon, Indiana ",en,neutral
98,1310399634079088640,2020-09-28 02:03:13,"@GetSpectrum @SamsungUS get it together and get the Spectrum app fixed. It's terrible. Constantly buffering and I'm running 400MB net. I can use the app on any other device with zero problem. Only on my 75"" @Samsung 4K TV. Seriously? Zero excuses.",bestwithabeard,,,United States,en,negative
99,1310403854148743169,2020-09-28 02:19:59,"@stanleyipkissy @CompoundBoss But I can tell you're not a TV guy. You've probably got an OLED or Samsung edge-lit backlight and you go around saying you've got ""true black"" meanwhile you watch HDR with garbage contrast.",CaucasianHonger,,,"Indianapolis, IN",en,negative
100,1310414298976366592,2020-09-28 03:01:29,"I’m sick of the @GetSpectrum App on @Samsung TVs. Keeps buffering, even on Ultra (400MBps) Speeds. Hardwired too 😒 can’t watch NFL games or Laker Games in peace.",CVRLOSNUNEZ,,,"Los Angeles, CA",en,negative
101,1310433537552596992,2020-09-28 04:17:56,"@BubbaWang20 Samsung bec it has a great camera, good apps, and it doesn't break really easily",Aliyavicki,,,"Los Angeles, CA",en,positive
102,1310444069051457537,2020-09-28 04:59:47,"Hey @SamsungMobile/@SamsungUS: What did you do to my #GalaxyWatchActive2 after the last big update? Not only is ECG unavailable because I don't have a #Samsung phone, but now my watch just barely makes it through a day. So much for sleep tracking! Battery used to last 2 days.",TedPavlic,,,"Tempe, AZ, United States",en,negative
103,1310444626118086657,2020-09-28 05:02:00,"@jasonjwilde @SamsungTV @WildeAndTausch 55"" samsung when at home. I've watched on 30"" in hotels and my phone at kids sporting events",NSobon14,,,"Kansas City, MO",en,neutral
104,1310451749342203905,2020-09-28 05:30:18,"@Samsung_Pak Please give it to me i never owned a phone and im in love with this phone. Please select me and im using my samsung tablet for over 6 years, i always buy stuff from our company. 
Thank you, and please select me.😄❤",AzaanPhantom,,,USA,en,positive
105,1310451890157694979,2020-09-28 05:30:52,"Y'all I need a new phone. I've been using my Samsung Galaxy S5 Active since high school, and I graduated in 2014. I've replaced the battery multiple times and wiped the memory multiple times to keep it running but it's getting to be more expensive than the phone is even worth now",LuvvvMarlaina,,,"Corinth, Mississippi",en,neutral
106,1310477691016089600,2020-09-28 07:13:23,Samsung users are the risk takers. How can you be using a phone that the screen is more expensive than the phone itself.,Am_husreey,,,earth ,en,negative
107,1310507841153835008,2020-09-28 09:13:12,@SamsungSupport so you brick my watch with an update and it won't reboot it respond in any way. Thanks. I expect a fix or replacement asap.,CoolJayd8,,,"Acworth, GA",en,negative
108,1310515871077421056,2020-09-28 09:45:06,Amazon has every single Samsung Galaxy Watch 3 model on sale at a nice discount https://t.co/33c72UZkPC @slideme https://t.co/y2TsiaZoOH,slideme,,,"Seattle, USA",en,neutral
109,1310520459851685889,2020-09-28 10:03:20,@MarkC609 what I hate about Samsung is they won't replace or exchange. They have you send in and get a refund (which is slow) then you have to order again. I would think a replacement device would be a customer service issues that they would give priority attention to replace.,4_theloveoftech,,,"Florida, USA",en,negative
110,1310528431495544832,2020-09-28 10:35:01,Alright millennials we got the flip phones 🤳 @verge https://t.co/JAc7V1JzF8,backmarket,,,USA,en,neutral
111,1310532411340578817,2020-09-28 10:50:50,"@SamsungSupport No you don't you're petty. Send me the right watch bands, it already took you a month to repair my watch! https://t.co/xRbEbosbc0",Purpleicious,,,10002,en,negative
112,1310534094556626944,2020-09-28 10:57:31,@SamsungSupport Their repairs take a month and then they send the wrong parts back to you! Who wears a watch without 1/2 of the band with the latch!? https://t.co/zOCZYLoC7H,Purpleicious,,,10002,en,negative
113,1310549678845341701,2020-09-28 11:59:26,@SamsungSupport How come my brand new @SamsungMobileUS Galaxy S20+ can't focus on close ups? My @Google Pixel3 took beautiful up close photos and I thought I upgraded. Can I return this phone?,JDVMSD,,,Earth,en,negative
114,1310556551036497921,2020-09-28 12:26:45,@hbomax Luckily Android has a cast feature on phones now so I’m able to watch HBOMAX through my Roku that way....I was about to cancel. But my s20 plus saved you. Thanks @SamsungMobile,GlossNBlush,,,"Florida, USA",en,positive
115,1310589405589991425,2020-09-28 14:37:18,"I just read How to enable ECG on the Samsung Galaxy Watch 3, Watch Active 2 paired with non-Samsung phones https://t.co/Oi0m1wnPj8 by @xdadevelopers #android #news #droid https://t.co/FpwoWgWQdL",Othershawnlong,,,"Indianapolis, IN",en,neutral
116,1310590013424500737,2020-09-28 14:39:43,The Samsung Galaxy S20 Fan Edition 5G is a really good phone with a lousy name. https://t.co/vttV1DtSys,PCMag,,,"New York, NY",en,positive
117,1310594240309678080,2020-09-28 14:56:31,"@JMillionNYC Normally that's what I'd do too, but Samsung Care+ has the great advantage of literally giving you a new phone. I broke the camera on my Fold2, instead of repairing the back glass, I would get a brand-new in-box Fold2.",MaxWinebach,,,"Connecticut, USA",en,positive
118,1310600336042856449,2020-09-28 15:20:44,WHY IS THE AD FOR A SAMSUNG GALAXY PHONE ON TWITCH SO FUCKING LOUD HOLY FUCK,tinyObro,,,Rift,en,negative
119,1310602949375275009,2020-09-28 15:31:07,@Hotstarusa hotstar app on my Samsung tv is not working. Can you please help me with this. I am unable to watch ipl right now because of this issue.,arpit_7788,,,"Albany, NY",en,negative
