,Unnamed: 0,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language,tag
71,1831,1305204762267312128,2020-09-13 18:00:39,This Samsung Galaxy s20 is a marvel! It’s 6.2” screen rivals an HDTV. The camera is a whopping 108mp! It is 5G capable with our new rate plans! https://t.co/1cc4zT9cq5,Cricket81994773,,Cricket Wireless Authorized Retailer,,en,positive
72,5056,1305205198042750977,2020-09-13 18:02:23,I think @Samsung’s experience shipping TVs directly translates to having the best cutting edge &amp; highest quality displays in their mobile devices. Mad props to the Note 20 Ultra.,itsmrcovert,,,"Seattle, WA",en,positive
73,1380,1305207586988449793,2020-09-13 18:11:52,@MangoDuckie @RyanPhillippe Oh you got a new phtoo??? 🤔🤔🤔 I recently upgraded from the Samsung Galaxy Note 10 Plus to the  new Samsung Galaxy Note 20 Ultra 5G which is a size big old phone atv6.9 inch display screen. So I can seen the new phone problems.,CynthiaJSimmons,,,"Rockford, Illinois",en,positive
74,150,1305208131358568448,2020-09-13 18:14:02,"Last post before bed today.

Got a new Samsung Galaxy A01 and need a wallpaper for it. Obviously I plan on putting Rosy there, but I want a new pic but can't think of any poses. If anyone cares to, could you drop some pics of poses you think would work for a phone wallpaper?",JoshTarwater,,,"Tucson, AZ, USA",en,neutral
75,1565,1305209299938009088,2020-09-13 18:18:41,@taerouge Like all these for a phone? Okay Samsung,euphoriankookie,,,Texas,en,negative
76,4978,1305209833176674305,2020-09-13 18:20:48,"My phone locked me out, and I had to call Samsung's security team. I spent an hour on hold with the Guardians of the Galaxy... #zinger #superherohumor #nflsunday #welldonetoffees",TsarWillis,,,"Pembroke, MA",en,negative
77,5055,1305211927107305473,2020-09-13 18:29:07,https://t.co/nEW7CJSeE8 holy crap Samsung...I don't even have words for this masterpiece of an ad. Hotdang. #jinkook #GalaxyNote20,echokomo,,,"Burnaby, BC",en,positive
78,5295,1305212956586639360,2020-09-13 18:33:13,@sopesandwich I could watch these Samsung commercials over and over.  They look amazing!,nevermindtatt00,,,california ,en,positive
80,5294,1305214003170349062,2020-09-13 18:37:22,"@jaymogarte There’s an event soon, i think. But i just want the samsung camera haha!",kate_justtwt,,,Moon,en,positive
82,4977,1305217004576612355,2020-09-13 18:49:18,My fiancée has played with the coloring app on my Samsung tablet. Here are some random pieces I found on my camera roll. https://t.co/C9Bu5Ros4n,j_bertho,,,"Montreal, Canada",en,neutral
83,4976,1305217652739244033,2020-09-13 18:51:52,On my Samsung S10 the tracking is generally good with Location set to 'allow all the time'. My brother's phone only has location setting of on or off and when his phone is not active it does not track his route. Except very occasionally when it does!,oxfordroly,,,Dorset,en,positive
86,3915,1305220913785458688,2020-09-13 19:04:50,Samsung definitely has my attention. And you know ... I'm in the market for a new phone. 👀👀👀 https://t.co/KLulluTRcY,kittievante,,,nowhere,en,positive
87,2951,1305220992562876416,2020-09-13 19:05:09,@bethkayoktober @NThornback @lvmyfmly @KarluskaP Okay maybe that's why. I have the Twitter app on a Samsung phone. You wouldn't think that should matter though but I can still see everything on his twitter account.,RedwaveIsComing,,,U.S.,en,neutral
88,2950,1305222182163877890,2020-09-13 19:09:52,I don't need 2 watches. Anyone interested in buying a Samsung Galaxy Watch Active rose gold? Serious inquiries only.,MzLicy,,,USA,en,neutral
89,1922,1305223847151652865,2020-09-13 19:16:29,GalaxyxBTS: The Strange Tailor Shop 👔 | Samsung https://t.co/H56Ayce8eI via @YouTube #JIN #KOOKIE 💜😍💜,raquelG97514421,,,Houston Texas,en,
90,1921,1305224500448030726,2020-09-13 19:19:05,"Dear Samsung,

Thank you for allowing me to split screen apps on my phone so I can work and watch football... That is all. Happy Football everyone!",JoshBeardRadio,,,"Houston, TX",en,
93,5054,1305226951578140672,2020-09-13 19:28:49,reviewers don't talk enough about how bad samsung's software is. if i paid $1000 for a plastic phone with ads in the speed dial I'd be pissed,notlilcchapelle,,,"Gresham, OR",en,negative
94,4880,1305228175098740742,2020-09-13 19:33:41,my phone is charging this nigga @LocksGeechi phone without a cord lol Samsung for life,kimanidee,,,401,en,positive
95,4639,1305228241045794816,2020-09-13 19:33:57,@OwenCallan Samsung pay is very popular in America for the ability to mimic a swiping a card on your phone. So you can effectively tap on swipe card machines.,RayMinehane,,,Ireland,en,positive
97,2948,1305232853702184960,2020-09-13 19:52:17,@seokjingersnap Okay but no lie. I’m really going to switch to Samsung if  🍎 drops the ball this year. My phone should not be as slow as it is.,NapsIntheSun,,,USA,en,positive
98,3858,1305235321718673411,2020-09-13 20:02:05,Behind the new Samsung Fold: how the quest to maximise screen size is driving major innovation - https://t.co/rcQYeYSiVW,TroubledDays,,,"Alaska, USA",en,neutral
104,1735,1305241681718136833,2020-09-13 20:27:21,@Fitzperfect317 @tomecurran Samsung Q90T. It was a choice between QLED and OLED. For me a brighter screen was more appealing than deeper and truer blacks so I went QLED.,asharsaleem121,,,United States,en,neutral
106,3856,1305245387444412426,2020-09-13 20:42:05,"@DonnaK39 @ReignsIrish @voicefanatic36 @SmallcageGG @melbprieto @Chiku291213 @psiangelic @DeloresCrichton @MellorineBella @mpup23 @chrisnewleaf @CDashchi @HEATHEREIGN76 @Wagonmaster4 @SweetGirlyGirl7 @automotor16 @shaemiller6 @WwekyGirl90 @BlueRos90487436 @lunalover25 @SueChildress5 @JoDresbach @MachaeNichols @Oma81307 @MelissaPrietoA1 @AmieNicoleAlle3 @flasis39 @BigDoggsYARD @reigns_page @Hayyan96135531 @CanovaCornwell @BettyAn02327824 @Lizziepops0 @eurodeeva21 I have the ""All Video Downloader"" app to download them. I have a Samsung phone.",Cabecki68,,,Somewhere in Germany,en,neutral
112,4974,1305257058070134794,2020-09-13 21:28:27,"@snaps4life In college I dropped a Samsung flip phone down an elevator shaft (yes, that sliver between the elevator and the floor 🤣) and it was busted but it still worked after it was retrieved, so I've been pretty loyal to them since then. Hah",trishofthetrade,,"Boston, MA","Boston, MA",en,positive
113,5053,1305257401449316352,2020-09-13 21:29:49,"@tonyvink Don't laugh, I draw freehand in Sketchbook on a my now very old but faithful screen cracked Samsung Galaxy Note 3 with an sPen. When this phone finally dies and is unfixable I am going to be the unhappiest person on the planet.",0pinion8d,,,Home,en,positive
114,1919,1305258493448986625,2020-09-13 21:34:10,@Brazzers my phone was a Samsung a630 and my friend @SKELETON_BLOOD_ is hot and i want her to see this thread https://t.co/Vz3vhE9pF4,partycockroach,,,"dallas, tx",en,neutral
117,1097,1305263576211427332,2020-09-13 21:54:21,@ItsSaber_OG @vinnie_key @o_Marine_x @SugarGliderDude @jon_prosser Understandable but I liked the phone thwt is why I used it for so long I am enjoying my Samsung s10e most likely use it for a few years until a phone comes out that I would enjoy using. I'm not much for gimmick phones maybe when a one plus phone releases in the next few years.,LondonB0i,,,"Orlando, FL",en,positive
118,5052,1305264647063306240,2020-09-13 21:58:37,"The beauty of an OLED screen on a #Samsung phone, it's truly something to behold.",HealingVisionz,,,"Victoria, British Columbia",en,positive
119,3854,1305267190162239489,2020-09-13 22:08:43,"The way JK snatched this phone out of my mans Jin’s hand was priceless 😆 

I don’t get down with Samsung phones like that but I rocks with this commercial 🤓✌🏼 https://t.co/tRyBIsxl3V",WhatchaGot2Say,,,"Texas, USA",en,positive
121,3938,1305267320063811584,2020-09-13 22:09:14,"Maaaan I started up my Samsung Note 9 to start using it as a teleprompter screen... And dude, I kind of miss Android. 🥺",hutchison15,,,"Portland, OR",en,neutral
124,1096,1305269640763863040,2020-09-13 22:18:27,"@WhatchaGot2Say I am a Samsung girl, been one for years.  I have needed a new phone for awhile so I am lucky to have been able to get the BTS version.",NickiJo94354416,,,"Lake Worth, FL",en,positive
126,4973,1305272867559542786,2020-09-13 22:31:17,Please don’t watch reviews from these mainstream tech youtubers before buying most Samsung products. There is this media bias against most of their awesome products.,d_aniel_O,,,"Massachusetts, USA",en,positive
128,91,1305276908427505664,2020-09-13 22:47:20,@SamsungMobileUS @meier_ronda72 I'm disappointed that Samsung would not add an external memory card slot. For this reason I'm returning the phone. Would be a keeper if I could fit all my work documents and pictures with my SD card.,Wallyduq,,,"Tallahassee, FL",en,negative
129,3852,1305278568524521473,2020-09-13 22:53:56,"I’m just glad Samsung really encouraged 🐹 to dance 😭😭 I know they’re marketing a phone but the way they gave so much exposure to 🐹 way better than his own company 😭😭 

Samsung’s Media Team 👏👏👏👏",seokbeak,,,Moon,en,positive
130,1733,1305279122327863299,2020-09-13 22:56:08,"@ladyjpny That's weird. Neither my Samsung tablet nor my Samsung phone do that. But yes, that would suck.",F_Corporatism,,,USA,en,negative
131,311,1305280122761564160,2020-09-13 23:00:06,"Each one is unique – including the new Samsung Electronics Galaxy Book Flex 5G, the first Intel Evo platform-verified device enabled with their 5G solution.  #IamIntel #IntelCore https://t.co/3G17n4qBh7",rhettliven,,,"Los Altos, CA",en,neutral
132,310,1305283754940747776,2020-09-13 23:14:32,"I went to Costco today and the sales guy for the Samsung smart fridge tries to show us the interior camera and goes “it never works, just like my ex-wife” and he looks EXACTLY like what you’d expect. My mom and I walked away so fast and couldn’t stop laughing.",_Marshmallowbun,,,"Stockton, CA",en,neutral
135,4732,1305288134595407873,2020-09-13 23:31:57,@CelladoraLilith I've been a Samsung Army. Galaxies are literally the only smartphone I've ever owned. Also Hyundai Elantra has been my dream car for like 5-10 years now. Love how the rep the brands I love.,MissSnarky1,,,"Somewhere, TX",en,positive
138,1248,1305297746610458624,2020-09-14 00:10:08,@benjaminaengel Yeah it just seems like such an easy issue to mitigate; a thirty minute phone call between narrator and author. You would think they would realize that the target audience for a book about the rise of Samsung might contain some people that know a thing or two about korea already.,StevenWard,,,"Kansas City, MO",en,neutral
140,4637,1305298619868872704,2020-09-14 00:13:36,@AdamJMatlock Seems this is genuinely a device Samsung listened to the fans for if it helps... Snapdragon 865 in Europe is huge,AdamConwayIE,,,Ireland,en,positive
141,1558,1305299109310496776,2020-09-14 00:15:33,@SamsungMobile So many things coming from ya. Samsung truly is the best phone company 💙,Quazker,,,"Texas, USA",en,positive
144,309,1305313010341179392,2020-09-14 01:10:47,"@GregoryMcFadden we did, and now samsung has better touch refresh and screen refresh 😂😂😂",dalnktech,,,"San Francisco, CA",en,positive
145,4524,1305313216487194625,2020-09-14 01:11:37,"Mike my Samsung Gallaxy s9 is overheating like the old Samsung phone. Can you help me get the Samsung Galaxy A 71 or the newest one, CAN YOU HELP ME PLEASE.
7703613019   thanks Augustino Patti",Gaphotoman2020,,,Douglasville Ga,en,negative
150,5136,1305322041139253248,2020-09-14 01:46:40,Anyone know how the fuck you connect Galaxy Buds to a laptop w/o disconnecting them from your phone?? App. I'm supposed to be able to do it seamlessly as long as I'm signed in with my Samsung acct on pc but I'm ab ready to throw the mfkrs in the road 🤬,daiisygatsby,,,"Green Bay, Wisconsin",en,negative
152,4730,1305323173873889280,2020-09-14 01:51:11,"not at my dad buying a new phone and it being the samsung note 20, the phone that bts are currently promoting",lNFINITEKOOK,,,Earth,en,neutral
156,2577,1305333304409948160,2020-09-14 02:31:26,imma start drippin in FILA with a new samsung phone if the content keeps being this good 👁👄👁,KayWithLuvvv,,,"Minneapolis, MN",en,positive
157,305,1305333319849013248,2020-09-14 02:31:30,"@michaeljosh @chaylazaro Just saw your review of the camera on the z fold 2 I cant wait til i hopefully get it in my hands to use and the subject what a beautiful lady she is

https://t.co/h6lyPFhP2h",Tarek53180,,,redwood city,en,positive
158,2650,1305335128529539074,2020-09-14 02:38:41,"Wow! SO QUIET! - So. I’ve been quiet. There’s no real reason why. When I work a lot of days, I don’t open my laptop. It’s effort I don’t want to extole. So I don’t. And my old phone (Samsung S8) was great but the screen was too small. I just... https://t.co/wRSRnjg33z",SarahCB1208,,,"Topeka, KS",en,positive
159,4971,1305335954937384962,2020-09-14 02:41:58,"So my phone has an oximeter but Samsung dropped support due to some bullshit.
Got a third party app for that.
THRY'RE PUTTING A GODDAMN PAYWALL TO A HEALTH DEVICE??? https://t.co/k5f771NKVB",Minty_Root,,,"Canada, Québec, Montréal",en,negative
163,304,1305346429485891584,2020-09-14 03:23:35,"Samsung having a second ""Unpacked"" event!?

So my friend just texted me this, and I don't even have anything pinging me yet. Samsung wiht a second event. This seems like maybe for a more budget friendly phone, since the tagline is ""Unpacked for Every Fan"". https://t.co/NXqlKyrrqv",TheKeyseReview,,,"Los Angeles, California",en,neutral
164,1728,1305351215660769281,2020-09-14 03:42:36,Please pray for me my phone 5888 is SUPER BUGGED SINCE I HAVE BEEN COMPLAINING ABOUT THE CITY OF LA I AM NOT SURE WHAT NOW? WHAT NOW?! TWITTER KNOWS I HAVE TWEETED MOST OF THE INJUSTICES I GO THROUGH AS SOON AS I SWITCHED TO THE SAMSUNG KEYBOARD ON MY 5888 LINE IT GOT WORSE,twitemarti,,,United States ,en,negative
165,1727,1305353223138549763,2020-09-14 03:50:35,"TYPING ON TWITTER FROM MY 5888 HAS GOTTEN IMPOSSIBLE THERE IS A COMPANY WHOSE EMPLOYEES ARE TRACKING MY PHONE I DO NOT HAVE WIFI OR BLUETOOTH OR HOTSPOT ON SO HOW HOW IT IS EITHER TWITTER, SAMSUNG, TMOBILE,  LAW ENFORCEMENT  EITHER WAY IT IS ALL SO ABUSIVE THEY KNOW I AM FIGHTNG",twitemarti,,,United States ,en,negative
166,87,1305357244276641794,2020-09-14 04:06:34,"@vs00saini @PadrePiper I get asked often. It's a font on my phone called rosemary.

I have a samsung note 9 if that helps.",JDManly18,,,"Mississippi, USA",en,neutral
167,5282,1305357625907793921,2020-09-14 04:08:05,"Why all of a sudden my Note10 sucks. No service, lags, and so much more. I already contacted my cell phone provider. The #Note20 coming out so you guys mess with the lower modles @SamsungMobileUS @SamsungUS @Samsung @SamsungSupport",1988SebastianA,,,"California, USA",en,negative
168,1726,1305360363991363584,2020-09-14 04:18:57,"More Evidence of who it is as i spoke about this phone not being bugged my other one is off THE PIECES OF SHIT JUST JUMPED ON THIS WHO SAMSUNG,  TWITTER, TMOBILE HELP ME BC THEIR BALLS ARE EMBOLDENED LOOK AT THIS BUGGED MY 2ND PHONE TOO UNREAL",twitemarti,,,United States ,en,negative
169,5135,1305360764354527234,2020-09-14 04:20:33,@rudeunicorns Samsung phone ad. I wish i had a drink filled with Ramen.,zombikittie,,,"Chicago, IL",en,neutral
170,86,1305363377263448065,2020-09-14 04:30:56,Just imagine if Jinkook took a selfie on the Samsung set and then in a few months he'll post it and there will be a phone in front of Jungkook's face,seokjinniiiie,,,on the moon,en,neutral
172,2939,1305366640616374272,2020-09-14 04:43:54,Pls help me Feds My Samsung smart watch I just turned it on Is dead NOTHING I push the buttons My phone is ringing  NOTHING BLACK PLS HELP ME I'M UNDER ELECTRONIC MONITORING  FROM EVIL IT HAS WORKED JUST FINE UNTIL RIGHT NOW THE KOREANS PLS HELP ME https://t.co/RFMwFA7SfR,twitemarti,,,United States ,en,negative
174,4874,1305371617380327425,2020-09-14 05:03:40,"Why do people do Samsung phone brand deals when they know damn well they love their iPhones, and that they would never use a Samsung? What kind of marketing is that? Now I don’t think I’ll ever get a Samsung because I cannot trust none of these people promoting it 😂",inomesswithyou,,,"California, USA",en,negative
175,149,1305372860181962753,2020-09-14 05:08:37,@GooglePlay Is it you guys or Samsung that is installing apps wit out my permission? Ps I hate thing like Bixby and face book being undeleetable on my phone.,algator17,,,Phoenix Arizona USA,en,negative
178,4873,1305375825278038016,2020-09-14 05:20:24,"@darafaye My Samsung watch does the same thing. I have to tell it to 'Loosen the bone Wilma"" and it usually backs off. Not all of the time though.",Vcaldweezy,,,"Southern California, USA",en,negative
179,129,1305377216054923264,2020-09-14 05:25:55,I gave in today and ordered a new phone. The cheapest Samsung was $200 but unlike this phone it will work and not have to be kept under a fan to keep running without overheating. My Samsung Edge 7 had a good life and lasted 6(?) years without major incidents.,TheOnlyMegz,,,"Jonesboro, AR",en,positive
180,5279,1305378531254439937,2020-09-14 05:31:09,"And Now This:  Samsung patents suggest a transparent phone could be in development - Android Authority

#technology #tech #technews

Read More Here:
https://t.co/uRxlkTjLqd",iamChuckRussell,,,"Camp Hill, PA",en,neutral
182,1092,1305382553952677888,2020-09-14 05:47:08,"WHAT DEVICE DO YOU USE ?

I PRESENTLY USE SAMSUNG , WHAT ABOUT YOU ?
#yayomoblie",KNG_YAYO,,,Jupiter ,en,neutral
183,1374,1305382756982157312,2020-09-14 05:47:56,Think we are going to get into the Samsung Galaxy Watch 3 LTE as well.,TechbyWill,,,"Ohio, USA",en,neutral
184,3848,1305383696682422272,2020-09-14 05:51:40,@Vyyyper My store can’t carry any more Samsung phone my goodness it’s improssibkento keep up or even differentiate between them they all simile anyway,HeyNickJohnson,,,Iowa,en,negative
186,2648,1305390527525851136,2020-09-14 06:18:49,@illicitaegi bts doing advertisement with samsung’s brick phone it seems,jacosmoon,,,netherlands,en,neutral
190,4728,1305406541282062337,2020-09-14 07:22:27,The Samsung Galaxy Z Fold 2 Is One Expensive ‘Smartphone’ https://t.co/zd7R2gwR6K https://t.co/Rr0oxcE20M,jasoncaston,,,"Dallas, TX",en,negative
192,85,1305408740892594177,2020-09-14 07:31:11,"@Hazim61982204 @Eventus98921187 @SamsungMobile @SamsungSverige @SamsungMobileUS @SamsungMobileCA Yes it is still a good phone no doubt, it is how Samsung does this I am so annoyed with.
It should be the same for everybody, IF they gonna sell this like a flagshipmod, call it the same thing in NA/EU. Performance should be the same.
Better pictures with 865+ version for ex",RPaulsson,,,Sweden,en,negative
197,1720,1305420235852242945,2020-09-14 08:16:52,"@AWeissmann_ @AWeissmann_ i need some advice. I got a new phone, what's the best method for me to wipe the old one before I sent it back to @Verizon Its a Samsung Galaxy S10+ if that matters. Im not sure which GovPhones yall are having these issues with. Thanks 17 million bud!!!",JLenaburg,,,NEVADA,en,neutral
198,3911,1305422569969979392,2020-09-14 08:26:08,@BTS_twt No matter what they do but Samsung’s camera quality alway sucks 👀👁👄👁it’s hoon who makes it look better with his handsome face,minho_ot7,,,Nowhere,en,negative
199,4629,1305428588326514688,2020-09-14 08:50:03,"Samsung partners with d’strict to create revolutionary content for LED signages 😎
https://t.co/YaTl4fgzIN",Dragonetti0311,,,Netherlands ,en,positive
201,301,1305447300588859392,2020-09-14 10:04:25,"@SamsungMobile I need warrenty info on my samsung a71. I visited your website-- however it directed me to Samsung Africa's twitter account... the phone is a week old and i've had to restart it over 10 times due to either the microphone, headset speaker, headphone jack not working",AdinDz101,,,Los Angeles,en,negative
202,125,1305454306292686848,2020-09-14 10:32:15,I just updated my phone yesterday. How is there another update?! Samsung you killing me!,Guamfucius,,,Guam,en,negative
206,3847,1305473462614409216,2020-09-14 11:48:22,@SamMobiles I wish someone sues Samsung over using cheaper exynos in their high end mobile phones for selling the same price of mighty snapdragon.,Saimzsam,,,Location ,en,negative
208,5050,1305477217103872007,2020-09-14 12:03:17,@SamsungUK Thanks but I doubt you can help. Sent a few emails to both Samsung Shop and the CEO channel (reply was from Samsung Shop) and also a few phone calls. Had to give up after a couple of weeks as it was so frustrating trying to get a resolution or even an accurate response.,CaptainNoodles,,,Fife,en,negative
211,1913,1305488151826243584,2020-09-14 12:46:44,"I haven't bought a single Samsung phone this year. Kinda missing them... At this point though, the Note is way too expensive and the S10 is just way too outdated. I thinking the smartest play is just to wait till the next S series phone is released.",autotechmedia,,,"Dallas, TX",en,neutral
